date,trend_score,park
2016-10-01,34.0,Gates Of The Arctic National Park
2016-11-01,24.0,Gates Of The Arctic National Park
2016-12-01,35.0,Gates Of The Arctic National Park
2017-01-01,41.0,Gates Of The Arctic National Park
2017-02-01,47.0,Gates Of The Arctic National Park
2017-03-01,34.0,Gates Of The Arctic National Park
2017-04-01,32.0,Gates Of The Arctic National Park
2017-05-01,38.0,Gates Of The Arctic National Park
2017-06-01,48.0,Gates Of The Arctic National Park
2017-07-01,39.0,Gates Of The Arctic National Park
2017-08-01,39.0,Gates Of The Arctic National Park
2017-09-01,29.0,Gates Of The Arctic National Park
2017-10-01,36.0,Gates Of The Arctic National Park
2017-11-01,29.0,Gates Of The Arctic National Park
2017-12-01,32.0,Gates Of The Arctic National Park
2018-01-01,37.0,Gates Of The Arctic National Park
2018-02-01,39.0,Gates Of The Arctic National Park
2018-03-01,26.0,Gates Of The Arctic National Park
2018-04-01,51.0,Gates Of The Arctic National Park
2018-05-01,41.0,Gates Of The Arctic National Park
2018-06-01,27.0,Gates Of The Arctic National Park
2018-07-01,42.0,Gates Of The Arctic National Park
2018-08-01,38.0,Gates Of The Arctic National Park
2018-09-01,34.0,Gates Of The Arctic National Park
2018-10-01,25.0,Gates Of The Arctic National Park
2018-11-01,39.0,Gates Of The Arctic National Park
2018-12-01,54.0,Gates Of The Arctic National Park
2019-01-01,46.0,Gates Of The Arctic National Park
2019-02-01,32.0,Gates Of The Arctic National Park
2019-03-01,36.0,Gates Of The Arctic National Park
2019-04-01,44.0,Gates Of The Arctic National Park
2019-05-01,49.0,Gates Of The Arctic National Park
2019-06-01,43.0,Gates Of The Arctic National Park
2019-07-01,34.0,Gates Of The Arctic National Park
2019-08-01,51.0,Gates Of The Arctic National Park
2019-09-01,36.0,Gates Of The Arctic National Park
2019-10-01,46.0,Gates Of The Arctic National Park
2019-11-01,44.0,Gates Of The Arctic National Park
2019-12-01,62.0,Gates Of The Arctic National Park
2020-01-01,41.0,Gates Of The Arctic National Park
2020-02-01,47.0,Gates Of The Arctic National Park
2020-03-01,38.0,Gates Of The Arctic National Park
2020-04-01,36.0,Gates Of The Arctic National Park
2020-05-01,41.0,Gates Of The Arctic National Park
2020-06-01,63.0,Gates Of The Arctic National Park
2020-07-01,56.0,Gates Of The Arctic National Park
2020-08-01,49.0,Gates Of The Arctic National Park
2020-09-01,39.0,Gates Of The Arctic National Park
2020-10-01,33.0,Gates Of The Arctic National Park
2020-11-01,24.0,Gates Of The Arctic National Park
2020-12-01,44.0,Gates Of The Arctic National Park
2021-01-01,47.0,Gates Of The Arctic National Park
2021-02-01,35.0,Gates Of The Arctic National Park
2021-03-01,37.0,Gates Of The Arctic National Park
2021-04-01,34.0,Gates Of The Arctic National Park
2021-05-01,54.0,Gates Of The Arctic National Park
2021-06-01,71.0,Gates Of The Arctic National Park
2021-07-01,37.0,Gates Of The Arctic National Park
2021-08-01,42.0,Gates Of The Arctic National Park
2021-09-01,31.0,Gates Of The Arctic National Park
2021-10-01,37.0,Gates Of The Arctic National Park
2021-11-01,44.0,Gates Of The Arctic National Park
2021-12-01,44.0,Gates Of The Arctic National Park
2022-01-01,55.0,Gates Of The Arctic National Park
2022-02-01,69.0,Gates Of The Arctic National Park
2022-03-01,42.0,Gates Of The Arctic National Park
2022-04-01,66.0,Gates Of The Arctic National Park
2022-05-01,91.0,Gates Of The Arctic National Park
2022-06-01,64.0,Gates Of The Arctic National Park
2022-07-01,71.0,Gates Of The Arctic National Park
2022-08-01,95.0,Gates Of The Arctic National Park
2022-09-01,60.0,Gates Of The Arctic National Park
2022-10-01,56.0,Gates Of The Arctic National Park
2022-11-01,47.0,Gates Of The Arctic National Park
2022-12-01,53.0,Gates Of The Arctic National Park
2023-01-01,53.0,Gates Of The Arctic National Park
2023-02-01,46.0,Gates Of The Arctic National Park
2023-03-01,62.0,Gates Of The Arctic National Park
2023-04-01,56.0,Gates Of The Arctic National Park
2023-05-01,84.0,Gates Of The Arctic National Park
2023-06-01,59.0,Gates Of The Arctic National Park
2023-07-01,69.0,Gates Of The Arctic National Park
2023-08-01,53.0,Gates Of The Arctic National Park
2023-09-01,61.0,Gates Of The Arctic National Park
2023-10-01,58.0,Gates Of The Arctic National Park
2023-11-01,52.0,Gates Of The Arctic National Park
2023-12-01,59.0,Gates Of The Arctic National Park
2024-01-01,65.0,Gates Of The Arctic National Park
2024-02-01,81.0,Gates Of The Arctic National Park
2024-03-01,61.0,Gates Of The Arctic National Park
2024-04-01,65.0,Gates Of The Arctic National Park
2024-05-01,92.0,Gates Of The Arctic National Park
2024-06-01,78.0,Gates Of The Arctic National Park
2024-07-01,76.0,Gates Of The Arctic National Park
2024-08-01,60.0,Gates Of The Arctic National Park
2024-09-01,67.0,Gates Of The Arctic National Park
2024-10-01,50.0,Gates Of The Arctic National Park
2024-11-01,56.0,Gates Of The Arctic National Park
2024-12-01,68.0,Gates Of The Arctic National Park
2025-01-01,64.0,Gates Of The Arctic National Park
2025-02-01,71.0,Gates Of The Arctic National Park
2025-03-01,90.0,Gates Of The Arctic National Park
2025-04-01,74.0,Gates Of The Arctic National Park
2025-05-01,100.0,Gates Of The Arctic National Park
2025-06-01,67.0,Gates Of The Arctic National Park
2025-07-01,76.0,Gates Of The Arctic National Park
2025-08-01,64.0,Gates Of The Arctic National Park
2025-09-01,62.0,Gates Of The Arctic National Park
2025-10-01,72.0,Gates Of The Arctic National Park
2025-11-01,69.0,Gates Of The Arctic National Park
2025-12-01,70.0,Gates Of The Arctic National Park
2010-01-01,0.0,Gateway Arch National Park
2010-02-01,0.0,Gateway Arch National Park
2010-03-01,0.0,Gateway Arch National Park
2010-04-01,0.0,Gateway Arch National Park
2010-05-01,20.0,Gateway Arch National Park
2010-06-01,0.0,Gateway Arch National Park
2010-07-01,0.0,Gateway Arch National Park
2010-08-01,0.0,Gateway Arch National Park
2010-09-01,0.0,Gateway Arch National Park
2010-10-01,0.0,Gateway Arch National Park
2010-11-01,0.0,Gateway Arch National Park
2010-12-01,12.0,Gateway Arch National Park
2011-01-01,0.0,Gateway Arch National Park
2011-02-01,0.0,Gateway Arch National Park
2011-03-01,0.0,Gateway Arch National Park
2011-04-01,0.0,Gateway Arch National Park
2011-05-01,0.0,Gateway Arch National Park
2011-06-01,0.0,Gateway Arch National Park
2011-07-01,0.0,Gateway Arch National Park
2011-08-01,0.0,Gateway Arch National Park
2011-09-01,0.0,Gateway Arch National Park
2011-10-01,0.0,Gateway Arch National Park
2011-11-01,0.0,Gateway Arch National Park
2011-12-01,0.0,Gateway Arch National Park
2012-01-01,0.0,Gateway Arch National Park
2012-02-01,0.0,Gateway Arch National Park
2012-03-01,0.0,Gateway Arch National Park
2012-04-01,0.0,Gateway Arch National Park
2012-05-01,0.0,Gateway Arch National Park
2012-06-01,0.0,Gateway Arch National Park
2012-07-01,0.0,Gateway Arch National Park
2012-08-01,0.0,Gateway Arch National Park
2012-09-01,0.0,Gateway Arch National Park
2012-10-01,0.0,Gateway Arch National Park
2012-11-01,0.0,Gateway Arch National Park
2012-12-01,0.0,Gateway Arch National Park
2013-01-01,0.0,Gateway Arch National Park
2013-02-01,0.0,Gateway Arch National Park
2013-03-01,0.0,Gateway Arch National Park
2013-04-01,0.0,Gateway Arch National Park
2013-05-01,0.0,Gateway Arch National Park
2013-06-01,0.0,Gateway Arch National Park
2013-07-01,0.0,Gateway Arch National Park
2013-08-01,0.0,Gateway Arch National Park
2013-09-01,0.0,Gateway Arch National Park
2013-10-01,0.0,Gateway Arch National Park
2013-11-01,0.0,Gateway Arch National Park
2013-12-01,0.0,Gateway Arch National Park
2014-01-01,0.0,Gateway Arch National Park
2014-02-01,0.0,Gateway Arch National Park
2014-03-01,0.0,Gateway Arch National Park
2014-04-01,0.0,Gateway Arch National Park
2014-05-01,0.0,Gateway Arch National Park
2014-06-01,11.0,Gateway Arch National Park
2014-07-01,0.0,Gateway Arch National Park
2014-08-01,0.0,Gateway Arch National Park
2014-09-01,0.0,Gateway Arch National Park
2014-10-01,0.0,Gateway Arch National Park
2014-11-01,0.0,Gateway Arch National Park
2014-12-01,0.0,Gateway Arch National Park
2015-01-01,0.0,Gateway Arch National Park
2015-02-01,0.0,Gateway Arch National Park
2015-03-01,7.0,Gateway Arch National Park
2015-04-01,6.0,Gateway Arch National Park
2015-05-01,8.0,Gateway Arch National Park
2015-06-01,0.0,Gateway Arch National Park
2015-07-01,0.0,Gateway Arch National Park
2015-08-01,13.0,Gateway Arch National Park
2015-09-01,0.0,Gateway Arch National Park
2015-10-01,0.0,Gateway Arch National Park
2015-11-01,6.0,Gateway Arch National Park
2015-12-01,0.0,Gateway Arch National Park
2016-01-01,0.0,Gateway Arch National Park
2016-02-01,0.0,Gateway Arch National Park
2016-03-01,0.0,Gateway Arch National Park
2016-04-01,6.0,Gateway Arch National Park
2016-05-01,5.0,Gateway Arch National Park
2016-06-01,9.0,Gateway Arch National Park
2016-07-01,0.0,Gateway Arch National Park
2016-08-01,0.0,Gateway Arch National Park
2016-09-01,0.0,Gateway Arch National Park
2016-10-01,0.0,Gateway Arch National Park
2016-11-01,0.0,Gateway Arch National Park
2016-12-01,0.0,Gateway Arch National Park
2017-01-01,0.0,Gateway Arch National Park
2017-02-01,0.0,Gateway Arch National Park
2017-03-01,0.0,Gateway Arch National Park
2017-04-01,0.0,Gateway Arch National Park
2017-05-01,5.0,Gateway Arch National Park
2017-06-01,0.0,Gateway Arch National Park
2017-07-01,0.0,Gateway Arch National Park
2017-08-01,0.0,Gateway Arch National Park
2017-09-01,0.0,Gateway Arch National Park
2017-10-01,4.0,Gateway Arch National Park
2017-11-01,0.0,Gateway Arch National Park
2017-12-01,0.0,Gateway Arch National Park
2018-01-01,0.0,Gateway Arch National Park
2018-02-01,9.0,Gateway Arch National Park
2018-03-01,15.0,Gateway Arch National Park
2018-04-01,25.0,Gateway Arch National Park
2018-05-01,24.0,Gateway Arch National Park
2018-06-01,27.0,Gateway Arch National Park
2018-07-01,39.0,Gateway Arch National Park
2018-08-01,25.0,Gateway Arch National Park
2018-09-01,18.0,Gateway Arch National Park
2018-10-01,20.0,Gateway Arch National Park
2018-11-01,16.0,Gateway Arch National Park
2018-12-01,20.0,Gateway Arch National Park
2019-01-01,20.0,Gateway Arch National Park
2019-02-01,27.0,Gateway Arch National Park
2019-03-01,30.0,Gateway Arch National Park
2019-04-01,31.0,Gateway Arch National Park
2019-05-01,41.0,Gateway Arch National Park
2019-06-01,38.0,Gateway Arch National Park
2019-07-01,39.0,Gateway Arch National Park
2019-08-01,35.0,Gateway Arch National Park
2019-09-01,33.0,Gateway Arch National Park
2019-10-01,27.0,Gateway Arch National Park
2019-11-01,24.0,Gateway Arch National Park
2019-12-01,24.0,Gateway Arch National Park
2020-01-01,27.0,Gateway Arch National Park
2020-02-01,28.0,Gateway Arch National Park
2020-03-01,27.0,Gateway Arch National Park
2020-04-01,20.0,Gateway Arch National Park
2020-05-01,37.0,Gateway Arch National Park
2020-06-01,42.0,Gateway Arch National Park
2020-07-01,44.0,Gateway Arch National Park
2020-08-01,37.0,Gateway Arch National Park
2020-09-01,46.0,Gateway Arch National Park
2020-10-01,35.0,Gateway Arch National Park
2020-11-01,25.0,Gateway Arch National Park
2020-12-01,26.0,Gateway Arch National Park
2021-01-01,25.0,Gateway Arch National Park
2021-02-01,32.0,Gateway Arch National Park
2021-03-01,36.0,Gateway Arch National Park
2021-04-01,41.0,Gateway Arch National Park
2021-05-01,47.0,Gateway Arch National Park
2021-06-01,60.0,Gateway Arch National Park
2021-07-01,57.0,Gateway Arch National Park
2021-08-01,42.0,Gateway Arch National Park
2021-09-01,36.0,Gateway Arch National Park
2021-10-01,42.0,Gateway Arch National Park
2021-11-01,29.0,Gateway Arch National Park
2021-12-01,33.0,Gateway Arch National Park
2022-01-01,39.0,Gateway Arch National Park
2022-02-01,50.0,Gateway Arch National Park
2022-03-01,50.0,Gateway Arch National Park
2022-04-01,60.0,Gateway Arch National Park
2022-05-01,86.0,Gateway Arch National Park
2022-06-01,100.0,Gateway Arch National Park
2022-07-01,81.0,Gateway Arch National Park
2022-08-01,55.0,Gateway Arch National Park
2022-09-01,50.0,Gateway Arch National Park
2022-10-01,47.0,Gateway Arch National Park
2022-11-01,37.0,Gateway Arch National Park
2022-12-01,40.0,Gateway Arch National Park
2023-01-01,46.0,Gateway Arch National Park
2023-02-01,50.0,Gateway Arch National Park
2023-03-01,56.0,Gateway Arch National Park
2023-04-01,63.0,Gateway Arch National Park
2023-05-01,78.0,Gateway Arch National Park
2023-06-01,78.0,Gateway Arch National Park
2023-07-01,80.0,Gateway Arch National Park
2023-08-01,60.0,Gateway Arch National Park
2023-09-01,51.0,Gateway Arch National Park
2023-10-01,49.0,Gateway Arch National Park
2023-11-01,50.0,Gateway Arch National Park
2023-12-01,49.0,Gateway Arch National Park
2024-01-01,62.0,Gateway Arch National Park
2024-02-01,59.0,Gateway Arch National Park
2024-03-01,78.0,Gateway Arch National Park
2024-04-01,86.0,Gateway Arch National Park
2024-05-01,82.0,Gateway Arch National Park
2024-06-01,93.0,Gateway Arch National Park
2024-07-01,91.0,Gateway Arch National Park
2024-08-01,70.0,Gateway Arch National Park
2024-09-01,80.0,Gateway Arch National Park
2024-10-01,65.0,Gateway Arch National Park
2024-11-01,61.0,Gateway Arch National Park
2024-12-01,54.0,Gateway Arch National Park
2025-01-01,54.0,Gateway Arch National Park
2025-02-01,53.0,Gateway Arch National Park
2025-03-01,79.0,Gateway Arch National Park
2025-04-01,69.0,Gateway Arch National Park
2025-05-01,76.0,Gateway Arch National Park
2025-06-01,70.0,Gateway Arch National Park
2025-07-01,68.0,Gateway Arch National Park
2025-08-01,69.0,Gateway Arch National Park
2025-09-01,64.0,Gateway Arch National Park
2025-10-01,56.0,Gateway Arch National Park
2025-11-01,50.0,Gateway Arch National Park
2025-12-01,49.0,Gateway Arch National Park
2010-01-01,51.0,Glacier Bay National Park
2010-02-01,57.0,Glacier Bay National Park
2010-03-01,45.0,Glacier Bay National Park
2010-04-01,35.0,Glacier Bay National Park
2010-05-01,64.0,Glacier Bay National Park
2010-06-01,57.0,Glacier Bay National Park
2010-07-01,53.0,Glacier Bay National Park
2010-08-01,34.0,Glacier Bay National Park
2010-09-01,40.0,Glacier Bay National Park
2010-10-01,35.0,Glacier Bay National Park
2010-11-01,32.0,Glacier Bay National Park
2010-12-01,29.0,Glacier Bay National Park
2011-01-01,34.0,Glacier Bay National Park
2011-02-01,34.0,Glacier Bay National Park
2011-03-01,43.0,Glacier Bay National Park
2011-04-01,41.0,Glacier Bay National Park
2011-05-01,32.0,Glacier Bay National Park
2011-06-01,48.0,Glacier Bay National Park
2011-07-01,50.0,Glacier Bay National Park
2011-08-01,46.0,Glacier Bay National Park
2011-09-01,35.0,Glacier Bay National Park
2011-10-01,25.0,Glacier Bay National Park
2011-11-01,31.0,Glacier Bay National Park
2011-12-01,33.0,Glacier Bay National Park
2012-01-01,37.0,Glacier Bay National Park
2012-02-01,38.0,Glacier Bay National Park
2012-03-01,34.0,Glacier Bay National Park
2012-04-01,50.0,Glacier Bay National Park
2012-05-01,43.0,Glacier Bay National Park
2012-06-01,41.0,Glacier Bay National Park
2012-07-01,57.0,Glacier Bay National Park
2012-08-01,36.0,Glacier Bay National Park
2012-09-01,44.0,Glacier Bay National Park
2012-10-01,33.0,Glacier Bay National Park
2012-11-01,31.0,Glacier Bay National Park
2012-12-01,30.0,Glacier Bay National Park
2013-01-01,33.0,Glacier Bay National Park
2013-02-01,34.0,Glacier Bay National Park
2013-03-01,38.0,Glacier Bay National Park
2013-04-01,33.0,Glacier Bay National Park
2013-05-01,43.0,Glacier Bay National Park
2013-06-01,48.0,Glacier Bay National Park
2013-07-01,49.0,Glacier Bay National Park
2013-08-01,47.0,Glacier Bay National Park
2013-09-01,40.0,Glacier Bay National Park
2013-10-01,34.0,Glacier Bay National Park
2013-11-01,34.0,Glacier Bay National Park
2013-12-01,29.0,Glacier Bay National Park
2014-01-01,37.0,Glacier Bay National Park
2014-02-01,29.0,Glacier Bay National Park
2014-03-01,31.0,Glacier Bay National Park
2014-04-01,42.0,Glacier Bay National Park
2014-05-01,51.0,Glacier Bay National Park
2014-06-01,50.0,Glacier Bay National Park
2014-07-01,45.0,Glacier Bay National Park
2014-08-01,39.0,Glacier Bay National Park
2014-09-01,34.0,Glacier Bay National Park
2014-10-01,32.0,Glacier Bay National Park
2014-11-01,27.0,Glacier Bay National Park
2014-12-01,26.0,Glacier Bay National Park
2015-01-01,40.0,Glacier Bay National Park
2015-02-01,31.0,Glacier Bay National Park
2015-03-01,47.0,Glacier Bay National Park
2015-04-01,51.0,Glacier Bay National Park
2015-05-01,51.0,Glacier Bay National Park
2015-06-01,43.0,Glacier Bay National Park
2015-07-01,44.0,Glacier Bay National Park
2015-08-01,54.0,Glacier Bay National Park
2015-09-01,44.0,Glacier Bay National Park
2015-10-01,35.0,Glacier Bay National Park
2015-11-01,29.0,Glacier Bay National Park
2015-12-01,30.0,Glacier Bay National Park
2016-01-01,34.0,Glacier Bay National Park
2016-02-01,28.0,Glacier Bay National Park
2016-03-01,28.0,Glacier Bay National Park
2016-04-01,47.0,Glacier Bay National Park
2016-05-01,52.0,Glacier Bay National Park
2016-06-01,47.0,Glacier Bay National Park
2016-07-01,47.0,Glacier Bay National Park
2016-08-01,43.0,Glacier Bay National Park
2016-09-01,47.0,Glacier Bay National Park
2016-10-01,41.0,Glacier Bay National Park
2016-11-01,82.0,Glacier Bay National Park
2016-12-01,39.0,Glacier Bay National Park
2017-01-01,39.0,Glacier Bay National Park
2017-02-01,40.0,Glacier Bay National Park
2017-03-01,45.0,Glacier Bay National Park
2017-04-01,45.0,Glacier Bay National Park
2017-05-01,59.0,Glacier Bay National Park
2017-06-01,54.0,Glacier Bay National Park
2017-07-01,52.0,Glacier Bay National Park
2017-08-01,40.0,Glacier Bay National Park
2017-09-01,38.0,Glacier Bay National Park
2017-10-01,36.0,Glacier Bay National Park
2017-11-01,30.0,Glacier Bay National Park
2017-12-01,28.0,Glacier Bay National Park
2018-01-01,37.0,Glacier Bay National Park
2018-02-01,41.0,Glacier Bay National Park
2018-03-01,36.0,Glacier Bay National Park
2018-04-01,71.0,Glacier Bay National Park
2018-05-01,58.0,Glacier Bay National Park
2018-06-01,56.0,Glacier Bay National Park
2018-07-01,59.0,Glacier Bay National Park
2018-08-01,69.0,Glacier Bay National Park
2018-09-01,34.0,Glacier Bay National Park
2018-10-01,34.0,Glacier Bay National Park
2018-11-01,35.0,Glacier Bay National Park
2018-12-01,36.0,Glacier Bay National Park
2019-01-01,41.0,Glacier Bay National Park
2019-02-01,39.0,Glacier Bay National Park
2019-03-01,37.0,Glacier Bay National Park
2019-04-01,45.0,Glacier Bay National Park
2019-05-01,60.0,Glacier Bay National Park
2019-06-01,52.0,Glacier Bay National Park
2019-07-01,56.0,Glacier Bay National Park
2019-08-01,54.0,Glacier Bay National Park
2019-09-01,43.0,Glacier Bay National Park
2019-10-01,35.0,Glacier Bay National Park
2019-11-01,28.0,Glacier Bay National Park
2019-12-01,29.0,Glacier Bay National Park
2020-01-01,42.0,Glacier Bay National Park
2020-02-01,43.0,Glacier Bay National Park
2020-03-01,28.0,Glacier Bay National Park
2020-04-01,29.0,Glacier Bay National Park
2020-05-01,30.0,Glacier Bay National Park
2020-06-01,37.0,Glacier Bay National Park
2020-07-01,31.0,Glacier Bay National Park
2020-08-01,30.0,Glacier Bay National Park
2020-09-01,25.0,Glacier Bay National Park
2020-10-01,21.0,Glacier Bay National Park
2020-11-01,15.0,Glacier Bay National Park
2020-12-01,20.0,Glacier Bay National Park
2021-01-01,23.0,Glacier Bay National Park
2021-02-01,25.0,Glacier Bay National Park
2021-03-01,44.0,Glacier Bay National Park
2021-04-01,40.0,Glacier Bay National Park
2021-05-01,41.0,Glacier Bay National Park
2021-06-01,45.0,Glacier Bay National Park
2021-07-01,39.0,Glacier Bay National Park
2021-08-01,36.0,Glacier Bay National Park
2021-09-01,31.0,Glacier Bay National Park
2021-10-01,20.0,Glacier Bay National Park
2021-11-01,18.0,Glacier Bay National Park
2021-12-01,24.0,Glacier Bay National Park
2022-01-01,32.0,Glacier Bay National Park
2022-02-01,42.0,Glacier Bay National Park
2022-03-01,41.0,Glacier Bay National Park
2022-04-01,48.0,Glacier Bay National Park
2022-05-01,66.0,Glacier Bay National Park
2022-06-01,59.0,Glacier Bay National Park
2022-07-01,61.0,Glacier Bay National Park
2022-08-01,56.0,Glacier Bay National Park
2022-09-01,48.0,Glacier Bay National Park
2022-10-01,35.0,Glacier Bay National Park
2022-11-01,33.0,Glacier Bay National Park
2022-12-01,36.0,Glacier Bay National Park
2023-01-01,57.0,Glacier Bay National Park
2023-02-01,52.0,Glacier Bay National Park
2023-03-01,49.0,Glacier Bay National Park
2023-04-01,46.0,Glacier Bay National Park
2023-05-01,71.0,Glacier Bay National Park
2023-06-01,68.0,Glacier Bay National Park
2023-07-01,71.0,Glacier Bay National Park
2023-08-01,67.0,Glacier Bay National Park
2023-09-01,53.0,Glacier Bay National Park
2023-10-01,49.0,Glacier Bay National Park
2023-11-01,47.0,Glacier Bay National Park
2023-12-01,42.0,Glacier Bay National Park
2024-01-01,60.0,Glacier Bay National Park
2024-02-01,54.0,Glacier Bay National Park
2024-03-01,59.0,Glacier Bay National Park
2024-04-01,60.0,Glacier Bay National Park
2024-05-01,100.0,Glacier Bay National Park
2024-06-01,87.0,Glacier Bay National Park
2024-07-01,76.0,Glacier Bay National Park
2024-08-01,68.0,Glacier Bay National Park
2024-09-01,60.0,Glacier Bay National Park
2024-10-01,47.0,Glacier Bay National Park
2024-11-01,45.0,Glacier Bay National Park
2024-12-01,55.0,Glacier Bay National Park
2025-01-01,55.0,Glacier Bay National Park
2025-02-01,55.0,Glacier Bay National Park
2025-03-01,52.0,Glacier Bay National Park
2025-04-01,64.0,Glacier Bay National Park
2025-05-01,89.0,Glacier Bay National Park
2025-06-01,68.0,Glacier Bay National Park
2025-07-01,75.0,Glacier Bay National Park
2025-08-01,68.0,Glacier Bay National Park
2025-09-01,59.0,Glacier Bay National Park
2025-10-01,42.0,Glacier Bay National Park
2025-11-01,44.0,Glacier Bay National Park
2025-12-01,49.0,Glacier Bay National Park
2010-01-01,29.0,Glacier National Park
2010-02-01,25.0,Glacier National Park
2010-03-01,29.0,Glacier National Park
2010-04-01,36.0,Glacier National Park
2010-05-01,43.0,Glacier National Park
2010-06-01,54.0,Glacier National Park
2010-07-01,50.0,Glacier National Park
2010-08-01,40.0,Glacier National Park
2010-09-01,27.0,Glacier National Park
2010-10-01,19.0,Glacier National Park
2010-11-01,17.0,Glacier National Park
2010-12-01,17.0,Glacier National Park
2011-01-01,25.0,Glacier National Park
2011-02-01,24.0,Glacier National Park
2011-03-01,24.0,Glacier National Park
2011-04-01,26.0,Glacier National Park
2011-05-01,32.0,Glacier National Park
2011-06-01,47.0,Glacier National Park
2011-07-01,67.0,Glacier National Park
2011-08-01,44.0,Glacier National Park
2011-09-01,33.0,Glacier National Park
2011-10-01,21.0,Glacier National Park
2011-11-01,16.0,Glacier National Park
2011-12-01,16.0,Glacier National Park
2012-01-01,22.0,Glacier National Park
2012-02-01,25.0,Glacier National Park
2012-03-01,21.0,Glacier National Park
2012-04-01,26.0,Glacier National Park
2012-05-01,29.0,Glacier National Park
2012-06-01,45.0,Glacier National Park
2012-07-01,55.0,Glacier National Park
2012-08-01,43.0,Glacier National Park
2012-09-01,27.0,Glacier National Park
2012-10-01,22.0,Glacier National Park
2012-11-01,17.0,Glacier National Park
2012-12-01,17.0,Glacier National Park
2013-01-01,22.0,Glacier National Park
2013-02-01,22.0,Glacier National Park
2013-03-01,22.0,Glacier National Park
2013-04-01,24.0,Glacier National Park
2013-05-01,30.0,Glacier National Park
2013-06-01,53.0,Glacier National Park
2013-07-01,55.0,Glacier National Park
2013-08-01,49.0,Glacier National Park
2013-09-01,32.0,Glacier National Park
2013-10-01,20.0,Glacier National Park
2013-11-01,18.0,Glacier National Park
2013-12-01,19.0,Glacier National Park
2014-01-01,23.0,Glacier National Park
2014-02-01,22.0,Glacier National Park
2014-03-01,24.0,Glacier National Park
2014-04-01,26.0,Glacier National Park
2014-05-01,34.0,Glacier National Park
2014-06-01,52.0,Glacier National Park
2014-07-01,57.0,Glacier National Park
2014-08-01,48.0,Glacier National Park
2014-09-01,29.0,Glacier National Park
2014-10-01,18.0,Glacier National Park
2014-11-01,17.0,Glacier National Park
2014-12-01,18.0,Glacier National Park
2015-01-01,25.0,Glacier National Park
2015-02-01,21.0,Glacier National Park
2015-03-01,29.0,Glacier National Park
2015-04-01,28.0,Glacier National Park
2015-05-01,40.0,Glacier National Park
2015-06-01,57.0,Glacier National Park
2015-07-01,91.0,Glacier National Park
2015-08-01,60.0,Glacier National Park
2015-09-01,36.0,Glacier National Park
2015-10-01,21.0,Glacier National Park
2015-11-01,20.0,Glacier National Park
2015-12-01,21.0,Glacier National Park
2016-01-01,25.0,Glacier National Park
2016-02-01,25.0,Glacier National Park
2016-03-01,27.0,Glacier National Park
2016-04-01,33.0,Glacier National Park
2016-05-01,43.0,Glacier National Park
2016-06-01,58.0,Glacier National Park
2016-07-01,69.0,Glacier National Park
2016-08-01,58.0,Glacier National Park
2016-09-01,38.0,Glacier National Park
2016-10-01,25.0,Glacier National Park
2016-11-01,20.0,Glacier National Park
2016-12-01,19.0,Glacier National Park
2017-01-01,33.0,Glacier National Park
2017-02-01,30.0,Glacier National Park
2017-03-01,32.0,Glacier National Park
2017-04-01,35.0,Glacier National Park
2017-05-01,46.0,Glacier National Park
2017-06-01,67.0,Glacier National Park
2017-07-01,76.0,Glacier National Park
2017-08-01,61.0,Glacier National Park
2017-09-01,53.0,Glacier National Park
2017-10-01,21.0,Glacier National Park
2017-11-01,19.0,Glacier National Park
2017-12-01,20.0,Glacier National Park
2018-01-01,32.0,Glacier National Park
2018-02-01,30.0,Glacier National Park
2018-03-01,32.0,Glacier National Park
2018-04-01,38.0,Glacier National Park
2018-05-01,47.0,Glacier National Park
2018-06-01,69.0,Glacier National Park
2018-07-01,81.0,Glacier National Park
2018-08-01,100.0,Glacier National Park
2018-09-01,40.0,Glacier National Park
2018-10-01,26.0,Glacier National Park
2018-11-01,20.0,Glacier National Park
2018-12-01,23.0,Glacier National Park
2019-01-01,35.0,Glacier National Park
2019-02-01,33.0,Glacier National Park
2019-03-01,33.0,Glacier National Park
2019-04-01,36.0,Glacier National Park
2019-05-01,47.0,Glacier National Park
2019-06-01,75.0,Glacier National Park
2019-07-01,82.0,Glacier National Park
2019-08-01,74.0,Glacier National Park
2019-09-01,49.0,Glacier National Park
2019-10-01,26.0,Glacier National Park
2019-11-01,20.0,Glacier National Park
2019-12-01,22.0,Glacier National Park
2020-01-01,38.0,Glacier National Park
2020-02-01,35.0,Glacier National Park
2020-03-01,24.0,Glacier National Park
2020-04-01,21.0,Glacier National Park
2020-05-01,41.0,Glacier National Park
2020-06-01,73.0,Glacier National Park
2020-07-01,83.0,Glacier National Park
2020-08-01,73.0,Glacier National Park
2020-09-01,59.0,Glacier National Park
2020-10-01,32.0,Glacier National Park
2020-11-01,19.0,Glacier National Park
2020-12-01,23.0,Glacier National Park
2021-01-01,35.0,Glacier National Park
2021-02-01,36.0,Glacier National Park
2021-03-01,41.0,Glacier National Park
2021-04-01,53.0,Glacier National Park
2021-05-01,72.0,Glacier National Park
2021-06-01,95.0,Glacier National Park
2021-07-01,92.0,Glacier National Park
2021-08-01,77.0,Glacier National Park
2021-09-01,54.0,Glacier National Park
2021-10-01,30.0,Glacier National Park
2021-11-01,19.0,Glacier National Park
2021-12-01,24.0,Glacier National Park
2022-01-01,45.0,Glacier National Park
