date,trend_score,park
2023-05-01,69.0,Big Bend National Park
2023-06-01,95.0,Big Bend National Park
2023-07-01,57.0,Big Bend National Park
2023-08-01,59.0,Big Bend National Park
2023-09-01,64.0,Big Bend National Park
2023-10-01,67.0,Big Bend National Park
2023-11-01,91.0,Big Bend National Park
2023-12-01,81.0,Big Bend National Park
2024-01-01,76.0,Big Bend National Park
2024-02-01,85.0,Big Bend National Park
2024-03-01,87.0,Big Bend National Park
2024-04-01,78.0,Big Bend National Park
2024-05-01,71.0,Big Bend National Park
2024-06-01,54.0,Big Bend National Park
2024-07-01,51.0,Big Bend National Park
2024-08-01,56.0,Big Bend National Park
2024-09-01,77.0,Big Bend National Park
2024-10-01,73.0,Big Bend National Park
2024-11-01,78.0,Big Bend National Park
2024-12-01,74.0,Big Bend National Park
2025-01-01,70.0,Big Bend National Park
2025-02-01,78.0,Big Bend National Park
2025-03-01,87.0,Big Bend National Park
2025-04-01,63.0,Big Bend National Park
2025-05-01,64.0,Big Bend National Park
2025-06-01,53.0,Big Bend National Park
2025-07-01,55.0,Big Bend National Park
2025-08-01,65.0,Big Bend National Park
2025-09-01,60.0,Big Bend National Park
2025-10-01,68.0,Big Bend National Park
2025-11-01,78.0,Big Bend National Park
2025-12-01,84.0,Big Bend National Park
2010-01-01,46.0,Biscayne National Park
2010-02-01,53.0,Biscayne National Park
2010-03-01,66.0,Biscayne National Park
2010-04-01,86.0,Biscayne National Park
2010-05-01,63.0,Biscayne National Park
2010-06-01,46.0,Biscayne National Park
2010-07-01,41.0,Biscayne National Park
2010-08-01,33.0,Biscayne National Park
2010-09-01,36.0,Biscayne National Park
2010-10-01,37.0,Biscayne National Park
2010-11-01,39.0,Biscayne National Park
2010-12-01,44.0,Biscayne National Park
2011-01-01,62.0,Biscayne National Park
2011-02-01,69.0,Biscayne National Park
2011-03-01,53.0,Biscayne National Park
2011-04-01,70.0,Biscayne National Park
2011-05-01,64.0,Biscayne National Park
2011-06-01,53.0,Biscayne National Park
2011-07-01,54.0,Biscayne National Park
2011-08-01,48.0,Biscayne National Park
2011-09-01,45.0,Biscayne National Park
2011-10-01,52.0,Biscayne National Park
2011-11-01,60.0,Biscayne National Park
2011-12-01,59.0,Biscayne National Park
2012-01-01,74.0,Biscayne National Park
2012-02-01,67.0,Biscayne National Park
2012-03-01,71.0,Biscayne National Park
2012-04-01,67.0,Biscayne National Park
2012-05-01,57.0,Biscayne National Park
2012-06-01,49.0,Biscayne National Park
2012-07-01,53.0,Biscayne National Park
2012-08-01,40.0,Biscayne National Park
2012-09-01,35.0,Biscayne National Park
2012-10-01,39.0,Biscayne National Park
2012-11-01,37.0,Biscayne National Park
2012-12-01,50.0,Biscayne National Park
2013-01-01,50.0,Biscayne National Park
2013-02-01,60.0,Biscayne National Park
2013-03-01,55.0,Biscayne National Park
2013-04-01,49.0,Biscayne National Park
2013-05-01,59.0,Biscayne National Park
2013-06-01,37.0,Biscayne National Park
2013-07-01,41.0,Biscayne National Park
2013-08-01,37.0,Biscayne National Park
2013-09-01,34.0,Biscayne National Park
2013-10-01,54.0,Biscayne National Park
2013-11-01,38.0,Biscayne National Park
2013-12-01,46.0,Biscayne National Park
2014-01-01,47.0,Biscayne National Park
2014-02-01,48.0,Biscayne National Park
2014-03-01,56.0,Biscayne National Park
2014-04-01,49.0,Biscayne National Park
2014-05-01,50.0,Biscayne National Park
2014-06-01,39.0,Biscayne National Park
2014-07-01,46.0,Biscayne National Park
2014-08-01,41.0,Biscayne National Park
2014-09-01,35.0,Biscayne National Park
2014-10-01,34.0,Biscayne National Park
2014-11-01,41.0,Biscayne National Park
2014-12-01,52.0,Biscayne National Park
2015-01-01,46.0,Biscayne National Park
2015-02-01,49.0,Biscayne National Park
2015-03-01,59.0,Biscayne National Park
2015-04-01,50.0,Biscayne National Park
2015-05-01,51.0,Biscayne National Park
2015-06-01,41.0,Biscayne National Park
2015-07-01,42.0,Biscayne National Park
2015-08-01,43.0,Biscayne National Park
2015-09-01,30.0,Biscayne National Park
2015-10-01,35.0,Biscayne National Park
2015-11-01,35.0,Biscayne National Park
2015-12-01,48.0,Biscayne National Park
2016-01-01,47.0,Biscayne National Park
2016-02-01,57.0,Biscayne National Park
2016-03-01,50.0,Biscayne National Park
2016-04-01,63.0,Biscayne National Park
2016-05-01,69.0,Biscayne National Park
2016-06-01,45.0,Biscayne National Park
2016-07-01,54.0,Biscayne National Park
2016-08-01,46.0,Biscayne National Park
2016-09-01,46.0,Biscayne National Park
2016-10-01,48.0,Biscayne National Park
2016-11-01,55.0,Biscayne National Park
2016-12-01,54.0,Biscayne National Park
2017-01-01,58.0,Biscayne National Park
2017-02-01,61.0,Biscayne National Park
2017-03-01,55.0,Biscayne National Park
2017-04-01,63.0,Biscayne National Park
2017-05-01,56.0,Biscayne National Park
2017-06-01,47.0,Biscayne National Park
2017-07-01,47.0,Biscayne National Park
2017-08-01,40.0,Biscayne National Park
2017-09-01,31.0,Biscayne National Park
2017-10-01,39.0,Biscayne National Park
2017-11-01,43.0,Biscayne National Park
2017-12-01,66.0,Biscayne National Park
2018-01-01,58.0,Biscayne National Park
2018-02-01,60.0,Biscayne National Park
2018-03-01,63.0,Biscayne National Park
2018-04-01,72.0,Biscayne National Park
2018-05-01,55.0,Biscayne National Park
2018-06-01,48.0,Biscayne National Park
2018-07-01,46.0,Biscayne National Park
2018-08-01,41.0,Biscayne National Park
2018-09-01,38.0,Biscayne National Park
2018-10-01,37.0,Biscayne National Park
2018-11-01,44.0,Biscayne National Park
2018-12-01,57.0,Biscayne National Park
2019-01-01,56.0,Biscayne National Park
2019-02-01,61.0,Biscayne National Park
2019-03-01,62.0,Biscayne National Park
2019-04-01,61.0,Biscayne National Park
2019-05-01,56.0,Biscayne National Park
2019-06-01,51.0,Biscayne National Park
2019-07-01,53.0,Biscayne National Park
2019-08-01,39.0,Biscayne National Park
2019-09-01,42.0,Biscayne National Park
2019-10-01,44.0,Biscayne National Park
2019-11-01,47.0,Biscayne National Park
2019-12-01,56.0,Biscayne National Park
2020-01-01,67.0,Biscayne National Park
2020-02-01,63.0,Biscayne National Park
2020-03-01,41.0,Biscayne National Park
2020-04-01,23.0,Biscayne National Park
2020-05-01,40.0,Biscayne National Park
2020-06-01,39.0,Biscayne National Park
2020-07-01,38.0,Biscayne National Park
2020-08-01,36.0,Biscayne National Park
2020-09-01,37.0,Biscayne National Park
2020-10-01,34.0,Biscayne National Park
2020-11-01,36.0,Biscayne National Park
2020-12-01,52.0,Biscayne National Park
2021-01-01,63.0,Biscayne National Park
2021-02-01,56.0,Biscayne National Park
2021-03-01,63.0,Biscayne National Park
2021-04-01,61.0,Biscayne National Park
2021-05-01,60.0,Biscayne National Park
2021-06-01,62.0,Biscayne National Park
2021-07-01,57.0,Biscayne National Park
2021-08-01,41.0,Biscayne National Park
2021-09-01,39.0,Biscayne National Park
2021-10-01,44.0,Biscayne National Park
2021-11-01,47.0,Biscayne National Park
2021-12-01,63.0,Biscayne National Park
2022-01-01,97.0,Biscayne National Park
2022-02-01,89.0,Biscayne National Park
2022-03-01,84.0,Biscayne National Park
2022-04-01,80.0,Biscayne National Park
2022-05-01,75.0,Biscayne National Park
2022-06-01,55.0,Biscayne National Park
2022-07-01,61.0,Biscayne National Park
2022-08-01,53.0,Biscayne National Park
2022-09-01,50.0,Biscayne National Park
2022-10-01,50.0,Biscayne National Park
2022-11-01,55.0,Biscayne National Park
2022-12-01,78.0,Biscayne National Park
2023-01-01,96.0,Biscayne National Park
2023-02-01,84.0,Biscayne National Park
2023-03-01,82.0,Biscayne National Park
2023-04-01,73.0,Biscayne National Park
2023-05-01,83.0,Biscayne National Park
2023-06-01,89.0,Biscayne National Park
2023-07-01,69.0,Biscayne National Park
2023-08-01,58.0,Biscayne National Park
2023-09-01,55.0,Biscayne National Park
2023-10-01,65.0,Biscayne National Park
2023-11-01,72.0,Biscayne National Park
2023-12-01,81.0,Biscayne National Park
2024-01-01,97.0,Biscayne National Park
2024-02-01,99.0,Biscayne National Park
2024-03-01,82.0,Biscayne National Park
2024-04-01,80.0,Biscayne National Park
2024-05-01,91.0,Biscayne National Park
2024-06-01,58.0,Biscayne National Park
2024-07-01,66.0,Biscayne National Park
2024-08-01,49.0,Biscayne National Park
2024-09-01,54.0,Biscayne National Park
2024-10-01,54.0,Biscayne National Park
2024-11-01,71.0,Biscayne National Park
2024-12-01,99.0,Biscayne National Park
2025-01-01,88.0,Biscayne National Park
2025-02-01,100.0,Biscayne National Park
2025-03-01,91.0,Biscayne National Park
2025-04-01,80.0,Biscayne National Park
2025-05-01,90.0,Biscayne National Park
2025-06-01,71.0,Biscayne National Park
2025-07-01,75.0,Biscayne National Park
2025-08-01,62.0,Biscayne National Park
2025-09-01,54.0,Biscayne National Park
2025-10-01,61.0,Biscayne National Park
2025-11-01,70.0,Biscayne National Park
2025-12-01,99.0,Biscayne National Park
2010-01-01,17.0,Black Canyon Of The Gunnison National Park
2010-02-01,0.0,Black Canyon Of The Gunnison National Park
2010-03-01,23.0,Black Canyon Of The Gunnison National Park
2010-04-01,41.0,Black Canyon Of The Gunnison National Park
2010-05-01,28.0,Black Canyon Of The Gunnison National Park
2010-06-01,27.0,Black Canyon Of The Gunnison National Park
2010-07-01,20.0,Black Canyon Of The Gunnison National Park
2010-08-01,0.0,Black Canyon Of The Gunnison National Park
2010-09-01,0.0,Black Canyon Of The Gunnison National Park
2010-10-01,0.0,Black Canyon Of The Gunnison National Park
2010-11-01,0.0,Black Canyon Of The Gunnison National Park
2010-12-01,0.0,Black Canyon Of The Gunnison National Park
2011-01-01,16.0,Black Canyon Of The Gunnison National Park
2011-02-01,15.0,Black Canyon Of The Gunnison National Park
2011-03-01,16.0,Black Canyon Of The Gunnison National Park
2011-04-01,18.0,Black Canyon Of The Gunnison National Park
2011-05-01,10.0,Black Canyon Of The Gunnison National Park
2011-06-01,25.0,Black Canyon Of The Gunnison National Park
2011-07-01,28.0,Black Canyon Of The Gunnison National Park
2011-08-01,21.0,Black Canyon Of The Gunnison National Park
2011-09-01,15.0,Black Canyon Of The Gunnison National Park
2011-10-01,12.0,Black Canyon Of The Gunnison National Park
2011-11-01,11.0,Black Canyon Of The Gunnison National Park
2011-12-01,0.0,Black Canyon Of The Gunnison National Park
2012-01-01,0.0,Black Canyon Of The Gunnison National Park
2012-02-01,9.0,Black Canyon Of The Gunnison National Park
2012-03-01,10.0,Black Canyon Of The Gunnison National Park
2012-04-01,17.0,Black Canyon Of The Gunnison National Park
2012-05-01,18.0,Black Canyon Of The Gunnison National Park
2012-06-01,17.0,Black Canyon Of The Gunnison National Park
2012-07-01,25.0,Black Canyon Of The Gunnison National Park
2012-08-01,17.0,Black Canyon Of The Gunnison National Park
2012-09-01,10.0,Black Canyon Of The Gunnison National Park
2012-10-01,13.0,Black Canyon Of The Gunnison National Park
2012-11-01,17.0,Black Canyon Of The Gunnison National Park
2012-12-01,9.0,Black Canyon Of The Gunnison National Park
2013-01-01,10.0,Black Canyon Of The Gunnison National Park
2013-02-01,13.0,Black Canyon Of The Gunnison National Park
2013-03-01,16.0,Black Canyon Of The Gunnison National Park
2013-04-01,22.0,Black Canyon Of The Gunnison National Park
2013-05-01,36.0,Black Canyon Of The Gunnison National Park
2013-06-01,37.0,Black Canyon Of The Gunnison National Park
2013-07-01,30.0,Black Canyon Of The Gunnison National Park
2013-08-01,16.0,Black Canyon Of The Gunnison National Park
2013-09-01,25.0,Black Canyon Of The Gunnison National Park
2013-10-01,23.0,Black Canyon Of The Gunnison National Park
2013-11-01,7.0,Black Canyon Of The Gunnison National Park
2013-12-01,10.0,Black Canyon Of The Gunnison National Park
2014-01-01,13.0,Black Canyon Of The Gunnison National Park
2014-02-01,15.0,Black Canyon Of The Gunnison National Park
2014-03-01,19.0,Black Canyon Of The Gunnison National Park
2014-04-01,23.0,Black Canyon Of The Gunnison National Park
2014-05-01,32.0,Black Canyon Of The Gunnison National Park
2014-06-01,26.0,Black Canyon Of The Gunnison National Park
2014-07-01,26.0,Black Canyon Of The Gunnison National Park
2014-08-01,19.0,Black Canyon Of The Gunnison National Park
2014-09-01,14.0,Black Canyon Of The Gunnison National Park
2014-10-01,8.0,Black Canyon Of The Gunnison National Park
2014-11-01,11.0,Black Canyon Of The Gunnison National Park
2014-12-01,0.0,Black Canyon Of The Gunnison National Park
2015-01-01,9.0,Black Canyon Of The Gunnison National Park
2015-02-01,19.0,Black Canyon Of The Gunnison National Park
2015-03-01,24.0,Black Canyon Of The Gunnison National Park
2015-04-01,30.0,Black Canyon Of The Gunnison National Park
2015-05-01,50.0,Black Canyon Of The Gunnison National Park
2015-06-01,55.0,Black Canyon Of The Gunnison National Park
2015-07-01,38.0,Black Canyon Of The Gunnison National Park
2015-08-01,29.0,Black Canyon Of The Gunnison National Park
2015-09-01,32.0,Black Canyon Of The Gunnison National Park
2015-10-01,25.0,Black Canyon Of The Gunnison National Park
2015-11-01,18.0,Black Canyon Of The Gunnison National Park
2015-12-01,11.0,Black Canyon Of The Gunnison National Park
2016-01-01,15.0,Black Canyon Of The Gunnison National Park
2016-02-01,12.0,Black Canyon Of The Gunnison National Park
2016-03-01,33.0,Black Canyon Of The Gunnison National Park
2016-04-01,44.0,Black Canyon Of The Gunnison National Park
2016-05-01,32.0,Black Canyon Of The Gunnison National Park
2016-06-01,47.0,Black Canyon Of The Gunnison National Park
2016-07-01,44.0,Black Canyon Of The Gunnison National Park
2016-08-01,61.0,Black Canyon Of The Gunnison National Park
2016-09-01,36.0,Black Canyon Of The Gunnison National Park
2016-10-01,18.0,Black Canyon Of The Gunnison National Park
2016-11-01,17.0,Black Canyon Of The Gunnison National Park
2016-12-01,17.0,Black Canyon Of The Gunnison National Park
2017-01-01,36.0,Black Canyon Of The Gunnison National Park
2017-02-01,45.0,Black Canyon Of The Gunnison National Park
2017-03-01,26.0,Black Canyon Of The Gunnison National Park
2017-04-01,37.0,Black Canyon Of The Gunnison National Park
2017-05-01,47.0,Black Canyon Of The Gunnison National Park
2017-06-01,72.0,Black Canyon Of The Gunnison National Park
2017-07-01,55.0,Black Canyon Of The Gunnison National Park
2017-08-01,30.0,Black Canyon Of The Gunnison National Park
2017-09-01,30.0,Black Canyon Of The Gunnison National Park
2017-10-01,24.0,Black Canyon Of The Gunnison National Park
2017-11-01,24.0,Black Canyon Of The Gunnison National Park
2017-12-01,15.0,Black Canyon Of The Gunnison National Park
2018-01-01,32.0,Black Canyon Of The Gunnison National Park
2018-02-01,30.0,Black Canyon Of The Gunnison National Park
2018-03-01,29.0,Black Canyon Of The Gunnison National Park
2018-04-01,41.0,Black Canyon Of The Gunnison National Park
2018-05-01,52.0,Black Canyon Of The Gunnison National Park
2018-06-01,56.0,Black Canyon Of The Gunnison National Park
2018-07-01,56.0,Black Canyon Of The Gunnison National Park
2018-08-01,42.0,Black Canyon Of The Gunnison National Park
2018-09-01,38.0,Black Canyon Of The Gunnison National Park
2018-10-01,22.0,Black Canyon Of The Gunnison National Park
2018-11-01,19.0,Black Canyon Of The Gunnison National Park
2018-12-01,18.0,Black Canyon Of The Gunnison National Park
2019-01-01,28.0,Black Canyon Of The Gunnison National Park
2019-02-01,35.0,Black Canyon Of The Gunnison National Park
2019-03-01,37.0,Black Canyon Of The Gunnison National Park
2019-04-01,43.0,Black Canyon Of The Gunnison National Park
2019-05-01,57.0,Black Canyon Of The Gunnison National Park
2019-06-01,63.0,Black Canyon Of The Gunnison National Park
2019-07-01,54.0,Black Canyon Of The Gunnison National Park
2019-08-01,59.0,Black Canyon Of The Gunnison National Park
2019-09-01,39.0,Black Canyon Of The Gunnison National Park
2019-10-01,34.0,Black Canyon Of The Gunnison National Park
2019-11-01,19.0,Black Canyon Of The Gunnison National Park
2019-12-01,24.0,Black Canyon Of The Gunnison National Park
2020-01-01,34.0,Black Canyon Of The Gunnison National Park
2020-02-01,32.0,Black Canyon Of The Gunnison National Park
2020-03-01,31.0,Black Canyon Of The Gunnison National Park
2020-04-01,31.0,Black Canyon Of The Gunnison National Park
2020-05-01,62.0,Black Canyon Of The Gunnison National Park
2020-06-01,94.0,Black Canyon Of The Gunnison National Park
2020-07-01,94.0,Black Canyon Of The Gunnison National Park
2020-08-01,83.0,Black Canyon Of The Gunnison National Park
2020-09-01,65.0,Black Canyon Of The Gunnison National Park
2020-10-01,50.0,Black Canyon Of The Gunnison National Park
2020-11-01,26.0,Black Canyon Of The Gunnison National Park
2020-12-01,35.0,Black Canyon Of The Gunnison National Park
2021-01-01,43.0,Black Canyon Of The Gunnison National Park
2021-02-01,33.0,Black Canyon Of The Gunnison National Park
2021-03-01,39.0,Black Canyon Of The Gunnison National Park
2021-04-01,60.0,Black Canyon Of The Gunnison National Park
2021-05-01,64.0,Black Canyon Of The Gunnison National Park
2021-06-01,82.0,Black Canyon Of The Gunnison National Park
2021-07-01,70.0,Black Canyon Of The Gunnison National Park
2021-08-01,44.0,Black Canyon Of The Gunnison National Park
2021-09-01,43.0,Black Canyon Of The Gunnison National Park
