ParkName,UnitCode,ParkType,Region,TrafficCounter,Year,Month,TrafficCount,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionType,TrafficCountTotalLabel,YearTotal,TrafficCountTotal
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,2,11,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,3,73,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,4,84,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,5,143,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,6,71,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,7,13,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,8,10,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,9,73,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,10,97,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,11,51,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,12,9,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2014,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,1,0,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,2,6,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,3,93,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,4,134,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,5,139,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,6,86,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,7,6,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,8,14,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,9,64,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,10,107,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,11,49,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,12,7,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2015,705
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,1,2,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,2,4,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,3,130,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,4,136,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,5,141,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,6,51,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,7,12,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,8,21,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,9,67,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,10,114,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,11,61,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,12,8,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2016,747
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,1,4,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,2,7,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,3,142,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,4,161,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,5,147,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,6,59,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,7,15,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,8,19,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,9,75,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,10,117,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,11,71,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,12,17,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2017,834
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,1,6,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,2,14,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,3,148,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,4,125,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,5,133,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,6,43,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,7,9,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,8,21,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,9,64,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,10,109,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,11,75,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,12,6,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2018,751
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,1,0,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,2,3,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,3,144,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,4,139,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,5,123,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,6,56,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,7,17,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,8,23,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,9,75,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,10,122,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,11,67,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,12,14,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2019,782
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,1,6,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,2,2,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,3,51,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,4,0,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,5,35,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,6,35,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,7,8,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,8,16,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,9,110,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,10,118,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,11,75,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,12,19,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,1,13,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,2,3,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,3,75,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,4,201,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,5,130,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,6,34,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,7,6,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,8,20,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,9,127,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,10,82,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,11,61,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,12,18,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,1,0,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,2,3,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,3,63,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,4,197,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,5,184,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,6,24,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,7,7,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,8,18,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,9,78,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,10,106,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,11,24,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,12,17,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,1,3,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,2,5,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,3,17,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,4,90,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,5,132,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,6,31,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,7,15,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,8,12,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,9,86,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,10,109,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,11,53,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,12,18,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,1,2,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,545
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,2,1,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,545
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,3,53,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,545
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,4,101,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,545
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,5,110,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,545
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,6,26,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,545
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,7,18,Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,545
