ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Acadia NP,ACAD,National Park,Northeast ,ME,2000,1,"22,500","20,373","148,500","20,373",0,0,105,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,2,"23,848","19,923","157,397","19,923",0,0,75,6,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,3,"35,423","20,373","233,792","20,373",0,0,354,3,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,4,"78,555","21,723","455,619","21,723",0,0,"1,122",240,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,5,"166,456","21,923","965,445","21,923",0,0,"6,279",993,0,0,663,Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,6,"319,208","21,723","1,851,406","21,723",0,0,"15,384","3,009",0,0,"2,054",Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,7,"547,929","21,923","2,739,645","21,923",0,0,"34,500","4,953",0,0,"2,576",Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,8,"594,904","21,923","2,974,520","21,923",0,0,"35,235","5,877",0,0,"3,065",Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,9,"378,135","21,723","1,890,675","21,723",0,0,"15,396","5,427",0,0,764,Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,10,"253,626","20,373","1,521,756","20,373",0,0,"5,151","1,929",0,0,625,Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,11,"33,693","20,223","202,158","20,223",0,0,345,240,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2000,12,"14,961","20,373","89,766","20,373",0,0,87,15,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2000,"2,469,238","252,576","13,230,679","252,576",0,0,"114,033","22,692",0,0,"9,747"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,1,"18,090","20,373","119,394","20,373",0,0,57,6,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,2,"23,926","19,923","157,911","19,923",0,0,87,15,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,3,"35,473","20,373","234,122","20,373",0,0,105,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,4,"76,007","21,723","440,841","21,723",0,0,"2,088",264,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,5,"157,353","21,923","912,647","21,923",0,0,"6,888","1,431",0,0,"1,044",Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,6,"325,242","21,723","1,886,403","21,723",0,0,"15,564","2,913",0,0,"1,741",Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,7,"558,641","21,923","2,793,205","21,923",0,0,"32,553","6,522",0,0,"3,397",Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,8,"630,240","21,923","3,151,200","21,923",0,0,"37,452","6,384",0,0,"2,505",Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,9,"377,456","21,723","1,887,280","21,723",0,0,"17,712","5,106",0,0,"1,045",Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,10,"257,280","20,373","1,543,680","20,373",0,0,"5,232","1,950",0,0,650,Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,11,"41,353","20,223","248,118","20,223",0,0,717,126,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2001,12,"15,490","20,373","92,940","20,373",0,0,90,30,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2001,"2,516,551","252,576","13,467,741","252,576",0,0,"118,545","24,747",0,0,"10,382"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,1,"15,309","20,373","101,041","20,373",0,0,123,3,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,2,"25,071","19,923","165,470","19,923",0,0,78,18,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,3,"34,498","20,373","227,687","20,373",0,0,300,75,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,4,"72,528","21,723","420,662","21,723",0,0,"2,040",288,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,5,"163,145","21,923","946,239","21,923",0,0,"7,191","1,227",0,0,793,Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,6,"325,441","21,723","1,887,557","21,723",0,0,"16,923","3,135",0,0,"2,581",Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,7,"571,119","21,923","2,855,596","21,923",0,0,"34,764","4,959",0,0,"3,702",Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,8,"636,824","21,923","3,184,121","21,923",0,0,"38,577","5,607",0,0,"2,441",Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,9,"392,531","21,723","1,962,653","21,723",0,0,"15,666","5,259",0,0,"1,043",Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,10,"271,312","20,373","1,627,869","20,373",0,0,"6,225","1,881",0,0,702,Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,11,"36,589","20,223","219,531","20,223",0,0,381,60,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2002,12,"14,205","20,373","85,231","20,373",0,0,72,33,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2002,"2,558,572","252,576","13,683,657","252,576",0,0,"122,340","22,545",0,0,"11,262"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,1,"22,917",0,"151,251",0,0,0,93,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,2,"21,993",0,"145,152",0,0,0,30,6,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,3,"34,274",0,"226,211",0,0,0,174,24,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,4,"68,444",0,"396,975",0,0,0,"2,010",540,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,5,"135,443","6,000","785,568","6,000",0,0,"5,844",924,0,0,916,Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,6,"309,230","6,000","1,793,536","6,000",0,0,"16,104","2,658",0,0,"1,495",Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,7,"547,836","6,000","2,739,180","6,000",0,0,"33,948","5,247",0,0,"3,250",Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,8,"595,191","6,000","2,975,956","6,000",0,0,"37,677","5,580",0,0,"2,777",Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,9,"376,060","6,000","1,880,298","6,000",0,0,"14,823","4,857",0,0,545,Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,10,"262,412","4,500","1,574,472","4,500",0,0,"6,216","1,956",0,0,710,Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,11,"44,294",0,"265,764",0,0,0,396,75,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2003,12,"12,968",0,"77,808",0,0,0,54,9,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2003,"2,431,062","34,500","13,012,171","34,500",0,0,"117,369","21,876",0,0,"9,693"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,1,"11,861",0,"78,283",0,0,0,21,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,2,"14,266",0,"94,153",0,0,0,18,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,3,"20,952",0,"138,283",0,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,4,"60,180",0,"349,046",0,0,0,"5,490",909,0,0,892,Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,5,"134,597","6,000","780,661","6,000",0,0,57,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,6,"305,134","6,000","1,769,774","6,000",0,0,"13,683","2,859",0,0,"1,426",Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,7,"471,406","6,000","2,357,028","6,000",0,0,"29,700","4,902",0,0,"2,361",Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,8,"524,675","6,000","2,623,373","6,000",0,0,"32,556","5,364",0,0,"2,478",Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,9,"357,146","6,000","1,785,728","6,000",0,0,"14,211","3,975",0,0,882,Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,10,"261,284","4,500","1,567,701","4,500",0,0,"5,610","1,818",0,0,579,Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,11,"34,125",0,"204,748",0,0,0,219,42,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2004,12,"12,221",0,"73,326",0,0,0,12,9,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2004,"2,207,847","34,500","11,822,104","34,500",0,0,"101,577","19,878",0,0,"8,618"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,1,"10,810",600,"71,346",600,0,0,24,15,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,2,"11,831",600,"78,086",600,0,0,39,18,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,3,"18,917",600,"124,854",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,4,"59,773",600,"346,683",600,0,0,888,6,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,5,"110,330","7,500","628,052","7,500",0,0,"4,011",834,63,0,187,Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,6,"275,175","7,500","1,558,937","7,500",0,0,"11,058","2,808",159,0,629,Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,7,"468,512","7,500","2,313,401","7,500",0,0,"24,099","5,145",301,0,"1,657",Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,8,"519,350","7,500","2,533,618","7,500",0,0,"28,812","6,039",396,0,"1,794",Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,9,"321,070","7,500","1,489,505","7,500",0,0,"12,978","3,351",204,0,870,Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,10,"207,599","6,000","1,134,918","6,000",0,0,"3,906","1,086",34,0,241,Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,11,"37,101",600,"222,607",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2005,12,"11,016",600,"66,098",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2005,"2,051,484","47,100","10,568,105","47,100",0,0,"85,815","19,302","1,157",0,"5,378"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,1,"13,494",600,"89,063",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,2,"12,924",600,"85,298",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,3,"21,695",600,"143,188",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,4,"59,034",600,"342,396",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,5,"120,889","7,500","693,274","7,500",0,0,"4,005",882,90,0,400,Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,6,"244,333","7,500","1,370,876","7,500",0,0,"11,661","2,865",221,0,960,Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,7,"476,631","7,500","2,342,793","7,500",0,0,"28,701","5,049",343,0,"2,266",Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,8,"506,833","7,500","2,491,536","7,500",0,0,"33,684","5,931",392,0,"2,477",Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,9,"330,649","7,500","1,545,327","7,500",0,0,"13,476","5,277",204,0,"1,037",Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,10,"249,850","6,000","1,333,269","6,000",0,0,"4,725","2,295",56,0,160,Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,11,"33,903",600,"203,418",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2006,12,"13,353",600,"80,117",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2006,"2,083,588","47,100","10,720,555","47,100",0,0,"96,252","22,299","1,306",0,"7,300"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,1,"12,415",600,"81,938",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,2,"11,068",600,"73,046",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,3,"19,220",600,"126,849",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,4,"61,775",600,"358,295",600,0,0,171,87,0,0,60,Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,5,"132,152","7,500","757,674","7,500",0,0,"5,445","1,008",59,0,495,Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,6,"273,765","7,500","1,564,509","7,500",0,0,"11,919","2,691",198,0,836,Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,7,"461,894","7,500","2,264,711","7,500",0,0,"27,162","5,478",284,0,"2,625",Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,8,"544,892","7,500","2,675,199","7,500",0,0,"35,421","5,979",358,0,"2,428",Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,9,"371,217","7,500","1,724,744","7,500",0,0,"13,368","5,715",166,0,659,Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,10,"263,311","6,000","1,401,519","6,000",0,0,"5,100","2,322",26,0,249,Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,11,"41,449",600,"248,695",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2007,12,"9,070",600,"54,418",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2007,"2,202,228","47,100","11,331,597","47,100",0,0,"98,586","23,280","1,091",0,"7,352"
Acadia NP,ACAD,National Park,Northeast ,ME,2008,1,"10,744",600,"70,910",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2008,"2,075,857","47,100","10,635,395","47,100",0,0,"101,028","21,198","1,229",0,"6,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2008,2,"11,131",600,"73,463",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2008,"2,075,857","47,100","10,635,395","47,100",0,0,"101,028","21,198","1,229",0,"6,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2008,3,"17,489",600,"115,426",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2008,"2,075,857","47,100","10,635,395","47,100",0,0,"101,028","21,198","1,229",0,"6,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2008,4,"53,798",600,"312,027",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2008,"2,075,857","47,100","10,635,395","47,100",0,0,"101,028","21,198","1,229",0,"6,698"
