ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,3,31,0,846,0,0,0,0,0,38,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,4,16,0,142,0,0,0,0,0,6,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,5,"26,598",0,"88,554",0,0,0,50,0,8,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,6,"75,399",0,"253,072",0,0,0,264,0,170,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,7,"100,682",0,"337,694",0,0,0,488,0,210,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,8,"64,760",0,"168,896",0,0,0,336,0,133,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,9,"31,297",0,"106,512",0,0,0,38,0,26,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,10,"4,707",0,"9,413",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,11,12,0,440,0,0,0,0,0,20,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,12,23,0,705,0,0,0,0,0,32,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,1,30,0,499,0,0,0,0,0,22,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,2,39,0,294,0,0,0,0,0,12,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,3,34,0,484,0,0,0,0,0,21,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,4,21,0,42,0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,5,"24,810",0,"83,815",0,0,0,46,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,6,"73,689",0,"255,289",0,0,0,346,0,201,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,7,"99,606",0,"344,729",0,0,0,356,0,159,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,8,"85,055",0,"290,822",0,0,0,286,0,195,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,9,"35,090",0,"120,864",0,0,0,46,0,28,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,10,"3,149",0,"6,299",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,11,29,0,201,0,0,0,0,0,8,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,12,44,0,685,0,0,0,0,0,30,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2018,"321,596",0,"1,104,023",0,0,0,"1,080",0,676,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,1,21,0,408,0,0,0,0,0,18,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,2,37,0,394,0,0,0,0,0,16,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,3,40,0,"1,031",0,0,0,0,0,46,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,4,21,0,42,0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,5,"28,944",0,"106,066",0,0,0,28,0,27,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,6,"91,280",0,"316,373",0,0,0,356,0,106,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,7,"120,632",0,"419,939",0,0,0,364,0,145,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,8,"78,129",0,"209,762",0,0,0,318,0,154,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,9,"33,346",0,"112,566",0,0,0,10,0,2,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,10,"4,121",0,"8,242",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,11,7,0,398,0,0,0,0,0,18,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,12,23,0,753,0,0,0,0,0,34,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2019,"356,601",0,"1,175,974",0,0,0,"1,076",0,566,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,1,28,0,464,0,0,0,0,0,20,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,2,58,0,715,0,0,0,0,0,30,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,3,72,0,871,0,0,0,0,0,36,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,4,2,0,0,0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,5,"4,161",0,"8,305",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,6,"21,121",0,"58,870",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,7,"31,809",0,"98,341",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,8,"32,689",0,"100,725",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,9,"21,158",0,"60,832",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,10,"4,704",0,"9,408",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,11,33,0,38,0,0,0,0,0,8,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,12,47,0,665,0,0,0,0,0,28,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2020,"115,882",0,"339,234",0,0,0,0,0,122,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,1,31,0,839,0,0,0,0,0,0,0,37,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,2,23,0,348,0,0,0,0,0,0,0,14,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,3,38,0,707,0,0,0,0,0,0,0,30,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,4,13,0,490,0,0,0,0,0,0,0,22,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,5,"25,943",0,"98,841",0,0,0,0,0,2,0,24,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,6,"96,643",0,"332,917",0,0,0,86,0,0,0,135,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,7,"121,131",0,"428,072",0,0,0,290,0,8,0,138,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,8,"110,733",0,"388,923",0,0,0,266,0,16,0,167,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,9,"50,041",0,"163,542",0,0,0,52,0,6,0,26,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,10,"7,141",0,"14,282",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,11,6,0,132,0,0,0,0,0,0,0,6,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,12,39,0,780,0,0,0,0,0,0,0,33,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2021,"411,782",0,"1,429,873",0,0,0,694,0,32,0,632
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,1,22,0,255,0,0,0,0,0,0,0,10,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,2,43,0,596,0,0,0,0,0,0,0,24,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,3,78,0,"1,307",0,0,0,0,0,0,0,54,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,4,429,0,"2,544",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,5,"31,503",0,"119,618",0,0,0,10,0,0,0,11,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,6,"101,386",0,"352,905",0,0,0,154,0,2,0,261,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,7,"116,723",0,"408,721",0,0,0,196,0,33,0,297,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,8,"92,850",0,"329,832",0,0,0,156,0,26,0,236,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,9,"40,343",0,"138,589",0,0,0,40,0,6,0,55,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,10,"6,496",0,"13,127",0,0,0,0,0,3,0,3,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,11,6,0,132,0,0,0,0,0,0,0,6,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,12,64,0,926,0,0,0,0,0,0,0,37,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2022,"389,943",0,"1,368,552",0,0,0,556,0,70,0,994
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,1,96,0,556,0,0,0,0,0,0,0,16,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,2,98,0,670,0,0,0,0,0,0,0,22,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,3,126,0,"1,203",0,0,0,0,0,0,0,43,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,4,8,0,106,0,0,0,0,0,0,0,4,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,5,"20,780",0,"79,088",0,0,0,0,0,0,0,10,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,6,"92,227",0,"291,693",0,0,0,72,0,11,0,199,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,7,"123,102",0,"391,649",0,0,0,324,0,14,0,163,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,8,"104,533",0,"329,619",0,0,0,188,0,32,0,163,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,9,"42,189",0,"133,690",0,0,0,96,0,0,0,26,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,10,"4,336",0,"8,864",0,0,0,8,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,11,1,0,3,0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,12,29,0,466,0,0,0,0,0,0,0,19,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2023,"387,525",0,"1,237,607",0,0,0,688,0,57,0,665
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,1,46,0,692,0,0,0,0,0,0,0,28,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,2,55,0,773,0,0,0,0,0,0,0,31,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,3,70,0,880,0,0,0,0,0,0,0,34,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,4,14,0,194,0,0,0,0,0,0,0,8,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,5,"30,862",0,"111,710",0,0,0,22,0,0,0,15,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,6,"101,964",0,"342,782",0,0,0,150,0,6,0,187,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,7,"131,917",0,"422,410",0,0,0,278,0,51,0,227,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,8,"112,585",0,"356,974",0,0,0,204,0,29,0,169,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,9,"37,456",0,"93,716",0,0,0,68,0,2,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,10,"4,490",0,"9,221",0,0,0,10,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,11,2,0,88,0,0,0,0,0,0,0,4,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,12,7,0,308,0,0,0,0,0,0,0,14,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2024,"419,468",0,"1,339,748",0,0,0,732,0,88,0,717
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,1,39,0,742,0,0,0,0,0,0,0,31,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,2,24,0,539,0,0,0,0,0,0,0,23,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,3,33,0,"1,090",0,0,0,0,0,0,0,49,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,4,5,0,15,0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,5,"36,474",0,"118,184",0,0,0,38,0,26,0,12,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,6,"103,155",0,"325,964",0,0,0,166,0,4,0,44,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,7,"132,250",0,"427,530",0,0,0,238,0,13,0,149,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,8,"114,426",0,"367,353",0,0,0,196,0,10,0,192,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,9,"35,125",0,"122,449",0,0,0,74,0,7,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,10,"3,828",0,"7,656",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,11,3,0,91,0,0,0,0,0,0,0,4,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,12,7,0,308,0,0,0,0,0,0,0,14,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,"1,371,921",0,0,0,712,0,60,0,518
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2000,1,"13,830","1,390","66,384","1,390",837,0,86,114,28,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2000,"528,987","31,108","17,011,012","124,432","45,592",0,"73,865","31,634","59,701",0,"6,067"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2000,2,"17,538","1,637","84,182","1,637","1,193",0,86,105,28,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2000,"528,987","31,108","17,011,012","124,432","45,592",0,"73,865","31,634","59,701",0,"6,067"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2000,3,"21,549","1,584","103,435","1,584","1,059",0,83,146,48,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2000,"528,987","31,108","17,011,012","124,432","45,592",0,"73,865","31,634","59,701",0,"6,067"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2000,4,"28,223","1,826","1,027,317","1,826","2,977",0,696,932,138,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2000,"528,987","31,108","17,011,012","124,432","45,592",0,"73,865","31,634","59,701",0,"6,067"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2000,5,"57,181","2,743","2,081,388","2,743","2,977",0,"4,694","2,356","4,607",0,517,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2000,"528,987","31,108","17,011,012","124,432","45,592",0,"73,865","31,634","59,701",0,"6,067"
