unitcode,Year,Month,temp_mean,temp_max,temp_min,rain,snow,cloud_cover
DEVA,2016,6,75.17,92.88,49.05,0.16,0.0,23.42
DEVA,2016,7,78.1,94.41,59.58,0.07,0.0,8.07
DEVA,2016,8,75.0,90.36,58.41,0.11,0.0,10.74
DEVA,2016,9,65.38,83.52,40.68,0.0,0.0,6.6
DEVA,2016,10,56.21,76.41,37.98,0.24,0.0,31.93
DEVA,2016,11,45.82,67.59,23.85,0.21,0.17,21.09
DEVA,2016,12,36.6,58.68,17.64,1.03,0.0,46.33
DEVA,2017,1,34.7,49.35,19.47,0.83,9.12,41.24
DEVA,2017,2,40.29,60.51,21.0,2.08,2.07,49.08
DEVA,2017,3,51.57,69.42,22.53,0.27,0.0,38.25
DEVA,2017,4,54.95,71.76,32.43,0.05,0.0,34.15
DEVA,2017,5,62.8,81.66,34.05,0.68,0.0,24.56
DEVA,2017,6,76.57,94.98,43.59,0.0,0.0,8.26
DEVA,2017,7,81.03,94.44,63.48,1.39,0.0,26.35
DEVA,2017,8,77.1,91.02,63.39,1.32,0.0,25.24
DEVA,2017,9,65.51,88.32,41.79,1.36,0.0,20.52
DEVA,2017,10,60.42,73.2,39.0,0.02,0.0,11.35
DEVA,2017,11,51.8,66.18,34.05,0.01,0.0,36.47
DEVA,2017,12,46.64,58.71,22.71,0.0,0.03,32.43
DEVA,2018,1,45.49,58.8,27.84,1.04,0.28,53.91
DEVA,2018,2,41.72,62.22,18.3,0.0,1.57,24.78
DEVA,2018,3,43.13,65.91,24.42,1.11,1.6,45.86
DEVA,2018,4,57.2,75.81,31.71,0.02,0.39,33.52
DEVA,2018,5,62.24,82.74,38.19,0.89,0.63,36.21
DEVA,2018,6,75.44,90.57,54.03,0.0,0.0,6.06
DEVA,2018,7,80.98,93.63,64.92,1.09,0.0,35.01
DEVA,2018,8,79.1,92.1,63.57,0.49,0.0,19.2
DEVA,2018,9,72.94,86.52,56.64,0.01,0.0,9.35
DEVA,2018,10,56.67,73.83,36.3,1.56,0.0,16.46
DEVA,2018,11,48.42,66.09,32.25,0.23,0.0,29.72
DEVA,2018,12,38.42,52.77,20.19,0.3,1.32,38.2
DEVA,2019,1,38.93,54.21,16.23,0.41,2.76,46.34
DEVA,2019,2,31.59,56.55,17.58,1.1,4.22,40.37
DEVA,2019,3,42.29,59.34,25.59,2.03,3.06,40.99
DEVA,2019,4,55.93,76.53,35.58,0.41,0.0,39.09
DEVA,2019,5,54.1,71.94,35.31,2.72,0.14,38.64
DEVA,2019,6,71.93,87.15,52.77,0.18,0.0,27.21
DEVA,2019,7,77.77,90.93,63.21,0.02,0.0,19.07
DEVA,2019,8,79.05,89.85,61.5,0.0,0.0,16.42
DEVA,2019,9,67.95,87.42,39.63,0.13,0.0,16.92
DEVA,2019,10,55.39,72.57,21.81,0.0,0.0,8.88
DEVA,2019,11,49.57,63.21,17.4,0.13,4.22,27.02
DEVA,2019,12,35.71,49.8,17.67,0.85,7.94,53.51
DEVA,2020,1,40.39,54.3,24.78,0.02,0.03,34.68
DEVA,2020,2,44.28,58.26,16.95,0.21,0.17,22.55
DEVA,2020,3,40.28,60.51,25.05,1.52,5.46,45.99
DEVA,2020,4,52.06,81.21,29.37,1.69,0.91,39.36
DEVA,2020,5,65.21,87.87,40.71,0.22,0.03,23.73
DEVA,2020,6,71.65,89.85,39.09,0.01,0.0,21.82
DEVA,2020,7,79.53,93.9,62.58,0.01,0.0,5.52
DEVA,2020,8,81.05,94.62,64.2,0.01,0.0,16.82
DEVA,2020,9,74.84,93.18,52.59,0.0,0.0,6.49
DEVA,2020,10,66.34,81.75,25.5,0.0,0.0,8.64
DEVA,2020,11,47.97,67.89,25.32,0.01,0.96,21.82
DEVA,2020,12,41.27,55.38,24.87,0.02,1.52,29.22
DEVA,2021,1,39.75,60.24,23.7,0.04,3.83,42.42
DEVA,2021,2,41.66,56.1,22.62,0.07,0.0,21.74
DEVA,2021,3,43.05,65.46,23.97,0.02,2.29,28.71
DEVA,2021,4,57.13,79.32,36.39,0.5,0.0,23.89
DEVA,2021,5,63.81,81.57,36.84,0.23,1.38,16.53
DEVA,2021,6,78.06,94.17,49.08,0.03,0.0,24.47
DEVA,2021,7,80.91,98.22,62.04,0.89,0.0,36.12
DEVA,2021,8,79.32,92.37,60.96,0.0,0.0,5.61
DEVA,2021,9,72.51,90.12,48.72,0.09,0.0,7.92
DEVA,2021,10,54.91,72.75,31.8,0.2,0.06,31.29
DEVA,2021,11,55.04,65.1,34.77,0.0,0.0,28.19
DEVA,2021,12,38.11,61.32,18.39,0.77,7.41,47.89
DEVA,2022,1,42.24,52.86,21.72,0.03,0.06,35.35
DEVA,2022,2,42.61,61.68,18.03,0.0,1.21,15.69
DEVA,2022,3,49.54,72.39,27.39,0.2,0.33,36.62
DEVA,2022,4,55.74,73.56,25.68,0.02,0.08,29.96
DEVA,2022,5,62.87,84.72,34.23,0.01,0.0,26.32
DEVA,2022,6,73.53,89.94,49.35,0.48,0.0,18.85
DEVA,2022,7,79.35,92.46,60.06,0.88,0.0,27.91
DEVA,2022,8,76.6,90.3,60.6,3.91,0.0,34.45
DEVA,2022,9,72.03,94.26,51.33,1.03,0.0,13.25
DEVA,2022,10,61.6,75.0,33.06,0.36,0.0,13.65
DEVA,2022,11,41.37,57.9,27.48,0.37,1.19,36.0
DEVA,2022,12,38.53,55.92,23.34,0.91,0.19,50.68
DEVA,2023,1,33.99,44.04,20.55,1.94,3.53,45.37
DEVA,2023,2,35.78,52.59,15.69,0.29,14.0,44.22
DEVA,2023,3,35.16,52.86,18.66,1.19,4.13,54.28
DEVA,2023,4,54.14,77.79,19.56,0.02,0.63,27.02
DEVA,2023,5,61.51,81.21,35.49,0.5,0.0,30.45
DEVA,2023,6,65.74,85.62,46.56,1.94,0.0,27.17
DEVA,2023,7,82.8,98.04,65.28,0.01,0.0,15.08
DEVA,2023,8,73.58,87.24,54.57,5.15,0.0,24.28
DEVA,2023,9,67.26,80.85,45.39,0.26,0.0,14.43
DEVA,2023,10,59.62,75.36,31.08,0.09,0.0,11.91
DEVA,2023,11,47.33,63.75,28.02,0.18,0.03,26.25
DEVA,2023,12,44.47,56.37,31.44,0.41,0.11,52.7
DEVA,2024,1,40.15,56.1,21.99,0.86,1.52,54.22
DEVA,2024,2,37.87,52.95,21.72,1.49,13.42,55.89
DEVA,2024,3,42.02,58.26,27.48,0.9,9.78,37.93
DEVA,2024,4,53.14,75.18,26.31,0.43,4.13,17.57
DEVA,2024,5,63.21,81.66,36.12,0.07,0.44,10.64
DEVA,2024,6,77.82,91.56,51.78,0.0,0.0,9.87
DEVA,2024,7,84.26,99.12,65.64,0.41,0.0,17.65
DEVA,2024,8,78.35,92.28,54.48,0.01,0.0,9.9
DEVA,2024,9,73.7,89.04,47.55,0.02,0.0,8.66
DEVA,2024,10,65.26,84.99,36.21,0.05,0.0,20.82
DEVA,2024,11,43.39,58.17,28.56,0.46,0.74,29.96
DEVA,2024,12,45.1,56.55,30.81,0.22,0.36,45.77
DEVA,2025,1,38.96,53.76,24.6,0.08,0.96,23.95
DEVA,2025,2,45.41,62.94,26.94,0.78,0.06,38.56
DEVA,2025,3,45.95,72.12,24.96,0.35,4.19,41.31
DEVA,2025,4,54.29,76.26,30.0,0.19,0.14,32.62
DEVA,2025,5,63.67,88.05,41.79,1.61,0.0,25.54
DEVA,2025,6,75.08,90.57,49.26,0.07,0.0,10.42
DEVA,2025,7,76.94,94.53,60.87,0.26,0.0,6.98
DEVA,2025,8,77.52,93.27,59.88,0.69,0.0,23.66
DEVA,2025,9,67.86,86.79,53.13,0.87,0.0,19.54
DEVA,2025,10,57.42,72.21,35.49,0.82,0.0,11.54
DEVA,2025,11,49.97,67.98,32.43,4.07,0.47,43.12
DEVA,2025,12,46.66,60.78,31.62,1.83,0.0,39.12
DENA,2006,1,-6.89,15.32,-31.84,0.0,5.13,56.2
DENA,2006,2,11.73,35.57,-28.06,0.06,20.59,80.75
DENA,2006,3,8.07,28.01,-19.33,0.0,11.71,54.35
DENA,2006,4,21.48,32.69,0.92,0.02,30.89,80.97
DENA,2006,5,35.98,56.09,20.27,1.04,17.22,64.74
DENA,2006,6,45.27,57.17,23.51,5.26,13.64,82.52
DENA,2006,7,50.59,63.02,39.62,6.23,15.68,79.17
DENA,2006,8,44.37,55.19,29.18,6.52,34.15,92.2
DENA,2006,9,40.45,53.48,16.4,3.04,23.45,76.99
DENA,2006,10,25.59,47.09,2.09,1.48,45.0,84.85
DENA,2006,11,-5.45,17.84,-24.01,0.0,2.65,35.72
DENA,2006,12,4.99,24.95,-18.52,0.0,17.67,78.32
DENA,2007,1,2.61,34.94,-29.5,0.0,16.34,78.77
DENA,2007,2,2.33,29.63,-28.06,0.0,2.98,37.56
DENA,2007,3,-6.68,28.82,-24.19,0.0,3.28,39.33
DENA,2007,4,28.86,41.51,10.01,0.21,20.81,70.16
DENA,2007,5,37.23,56.99,23.69,1.41,19.68,76.85
DENA,2007,6,48.34,62.12,33.5,3.78,10.2,78.3
DENA,2007,7,51.61,62.39,39.17,6.45,7.94,87.28
DENA,2007,8,49.55,64.46,38.36,6.99,15.93,77.14
DENA,2007,9,38.4,52.94,17.3,3.8,30.31,87.48
DENA,2007,10,18.26,32.24,-1.6,0.02,25.6,81.67
DENA,2007,11,16.86,29.36,-1.96,0.02,27.97,83.62
DENA,2007,12,3.93,28.01,-29.41,0.0,18.74,79.49
DENA,2008,1,-0.27,31.52,-27.52,0.0,15.41,78.18
DENA,2008,2,0.68,31.97,-26.35,0.02,12.21,51.55
DENA,2008,3,14.53,33.14,-17.8,0.01,16.07,78.01
DENA,2008,4,21.5,45.02,0.83,0.0,35.5,85.95
DENA,2008,5,34.25,47.36,20.36,0.7,13.89,71.66
DENA,2008,6,43.92,56.54,27.83,4.51,14.55,83.68
DENA,2008,7,47.82,64.64,32.69,6.06,17.53,89.58
DENA,2008,8,45.06,56.0,34.49,3.55,12.81,85.07
DENA,2008,9,36.74,54.02,6.14,4.22,26.04,86.1
DENA,2008,10,12.13,32.33,-9.61,0.0,22.79,64.39
DENA,2008,11,3.95,20.36,-18.7,0.0,11.93,66.01
DENA,2008,12,2.9,23.33,-26.44,0.0,9.18,59.46
DENA,2009,1,-2.37,34.49,-34.9,0.09,23.37,56.47
DENA,2009,2,5.27,26.93,-30.58,0.01,17.61,74.96
DENA,2009,3,6.56,29.45,-23.74,0.0,18.8,79.1
DENA,2009,4,23.76,51.32,-0.07,0.0,16.92,72.32
DENA,2009,5,36.97,58.07,19.91,1.22,21.77,57.82
DENA,2009,6,46.48,59.24,35.12,4.11,9.43,84.73
DENA,2009,7,54.68,69.59,40.07,5.3,2.45,76.42
DENA,2009,8,45.66,66.62,31.25,6.17,21.94,82.08
DENA,2009,9,37.76,56.18,9.47,2.51,23.73,79.95
DENA,2009,10,27.11,44.57,-1.24,0.76,11.49,71.56
DENA,2009,11,3.4,26.57,-21.67,0.0,13.26,61.26
DENA,2009,12,11.55,33.23,-26.53,0.0,23.54,64.06
DENA,2010,1,2.71,25.22,-17.98,0.0,5.15,51.66
DENA,2010,2,10.6,34.49,-21.31,0.06,13.5,64.28
DENA,2010,3,9.98,29.18,-15.19,0.0,12.02,60.56
DENA,2010,4,25.52,45.65,6.41,0.1,27.7,76.56
DENA,2010,5,38.2,60.86,22.97,1.16,12.84,66.59
DENA,2010,6,46.78,58.79,32.06,5.5,14.91,83.49
DENA,2010,7,49.22,64.91,36.83,7.5,20.5,86.55
DENA,2010,8,47.66,67.25,33.5,7.74,18.33,85.07
DENA,2010,9,39.07,55.46,17.39,1.92,8.87,49.22
DENA,2010,10,23.12,45.47,2.72,0.48,17.28,72.37
DENA,2010,11,12.75,36.02,-14.56,0.44,26.48,79.94
DENA,2010,12,-5.13,19.1,-21.04,0.0,10.09,47.3
DENA,2011,1,4.62,26.66,-23.65,0.01,9.26,50.75
DENA,2011,2,3.47,27.02,-22.03,0.0,20.42,60.13
DENA,2011,3,9.05,26.84,-13.57,0.0,10.67,35.57
DENA,2011,4,23.28,38.54,-0.52,0.21,25.63,66.92
DENA,2011,5,35.98,62.57,19.01,0.81,7.96,51.67
DENA,2011,6,46.08,59.33,31.79,5.43,10.83,84.61
DENA,2011,7,48.39,60.95,36.74,6.07,20.67,85.6
DENA,2011,8,44.51,55.73,33.5,7.88,30.01,89.53
DENA,2011,9,38.78,55.19,24.86,3.12,16.62,86.42
DENA,2011,10,22.99,37.64,-4.66,0.29,28.77,81.62
DENA,2011,11,-3.33,20.72,-26.53,0.0,11.49,60.22
DENA,2011,12,7.21,31.88,-31.75,0.06,32.33,80.2
DENA,2012,1,-16.56,17.39,-38.05,0.0,10.64,52.35
DENA,2012,2,12.5,28.1,-12.49,0.01,22.21,80.24
DENA,2012,3,4.51,33.05,-13.93,0.0,6.34,66.96
DENA,2012,4,27.52,41.96,5.6,0.19,15.19,57.8
DENA,2012,5,33.62,48.53,11.36,1.03,18.41,76.88
DENA,2012,6,47.18,63.38,32.06,4.85,15.02,76.24
DENA,2012,7,48.21,57.8,34.67,7.52,13.39,86.18
DENA,2012,8,46.87,62.03,33.68,7.36,23.43,83.4
DENA,2012,9,35.49,49.34,12.89,4.69,60.02,87.08
DENA,2012,10,17.81,44.66,-2.95,1.06,16.7,61.94
DENA,2012,11,1.02,27.2,-16.18,0.0,3.11,33.98
DENA,2012,12,-1.8,28.91,-23.47,0.01,12.1,49.62
DENA,2013,1,8.02,31.52,-30.94,0.01,24.78,74.71
DENA,2013,2,8.75,25.22,-19.78,0.0,17.0,84.42
DENA,2013,3,9.67,29.9,-17.26,0.0,11.91,64.11
DENA,2013,4,12.75,34.31,-7.81,0.0,13.15,58.19
DENA,2013,5,31.19,61.4,10.73,0.14,17.58,54.59
DENA,2013,6,52.21,73.19,33.14,2.9,3.28,60.97
DENA,2013,7,51.19,67.88,38.54,6.02,9.43,81.92
DENA,2013,8,47.72,64.28,30.62,8.5,21.28,84.81
DENA,2013,9,34.78,52.67,15.95,4.58,35.8,89.49
DENA,2013,10,29.41,38.72,9.83,1.12,58.67,84.11
DENA,2013,11,9.65,42.95,-20.59,0.09,25.66,84.34
DENA,2013,12,3.23,32.78,-21.85,0.0,9.62,59.68
DENA,2014,1,18.3,38.63,-13.93,0.23,28.99,74.61
DENA,2014,2,3.17,40.07,-21.04,0.02,3.53,49.4
DENA,2014,3,11.85,33.23,-11.41,0.0,8.9,34.04
DENA,2014,4,24.51,44.48,-4.66,0.04,12.18,51.52
DENA,2014,5,37.29,53.21,21.89,1.96,17.64,68.21
DENA,2014,6,43.83,59.96,24.68,5.77,30.07,83.63
DENA,2014,7,49.53,65.63,34.85,6.35,18.71,85.06
DENA,2014,8,48.0,60.23,30.71,6.03,19.46,85.34
DENA,2014,9,37.73,56.27,20.27,4.86,24.89,75.84
DENA,2014,10,15.85,34.58,-6.73,0.0,10.44,64.94
DENA,2014,11,16.61,35.66,-1.96,0.07,9.89,66.01
DENA,2014,12,14.94,29.72,1.19,0.09,25.44,82.31
DENA,2015,1,5.93,30.8,-27.79,0.09,10.31,49.45
DENA,2015,2,10.98,34.58,-25.81,0.33,15.68,55.2
DENA,2015,3,14.19,36.2,-23.92,0.04,14.8,55.54
DENA,2015,4,26.99,40.97,10.82,0.1,23.07,82.12
DENA,2015,5,40.87,59.87,22.88,2.16,5.54,62.98
DENA,2015,6,49.91,68.15,29.72,4.73,15.85,72.17
DENA,2015,7,51.14,69.41,39.44,5.97,15.85,86.34
DENA,2015,8,45.59,65.54,25.76,4.86,21.88,88.59
DENA,2015,9,33.33,51.14,5.51,2.61,47.57,86.14
DENA,2015,10,27.21,41.33,6.14,0.59,22.46,84.54
DENA,2015,11,11.14,29.99,-26.89,0.01,37.81,77.17
DENA,2015,12,7.25,31.97,-7.99,0.04,13.61,67.12
DENA,2016,1,13.87,29.54,-4.3,0.07,12.95,66.05
DENA,2016,2,15.25,32.6,-4.39,0.03,9.29,59.72
DENA,2016,3,17.65,41.33,-5.47,0.02,26.98,64.57
DENA,2016,4,31.83,44.66,22.34,0.36,13.67,69.98
DENA,2016,5,38.92,56.81,24.14,2.02,14.36,70.95
DENA,2016,6,48.28,67.97,33.5,5.67,23.23,82.95
DENA,2016,7,51.31,67.34,41.96,8.81,16.7,90.37
DENA,2016,8,49.72,59.69,36.92,8.78,17.75,81.08
DENA,2016,9,38.96,56.27,17.93,3.87,39.38,78.08
DENA,2016,10,24.47,45.74,3.08,0.62,9.07,51.13
DENA,2016,11,7.22,34.13,-30.58,0.04,9.04,59.46
DENA,2016,12,3.62,36.2,-19.42,0.0,17.22,63.74
DENA,2017,1,10.06,39.62,-25.45,0.02,10.33,58.52
DENA,2017,2,13.76,41.69,-19.6,0.01,18.13,63.06
DENA,2017,3,3.66,33.05,-15.19,0.01,4.35,37.35
DENA,2017,4,30.98,44.84,18.2,0.34,18.71,61.41
DENA,2017,5,37.25,53.03,25.31,2.85,23.31,67.27
DENA,2017,6,50.16,62.03,36.2,8.33,0.0,71.89
DENA,2017,7,54.75,69.05,45.29,9.31,0.0,83.43
DENA,2017,8,47.76,66.8,36.11,13.78,1.1,89.37
DENA,2017,9,40.02,53.57,26.75,6.1,9.18,86.5
DENA,2017,10,27.17,47.9,4.52,0.88,35.91,81.69
DENA,2017,11,17.1,49.16,-7.54,0.01,33.24,70.76
DENA,2017,12,21.9,37.55,1.46,0.22,28.8,73.61
DENA,2018,1,9.84,34.67,-27.43,0.0,10.28,49.78
DENA,2018,2,18.48,40.97,-4.93,0.01,18.38,66.63
DENA,2018,3,18.8,32.15,1.1,0.02,20.56,67.04
DENA,2018,4,27.49,42.68,-0.79,0.13,15.52,54.97
DENA,2018,5,35.64,50.78,19.82,3.32,29.1,79.35
DENA,2018,6,46.32,61.13,32.15,9.03,3.58,77.55
DENA,2018,7,53.85,68.42,39.26,10.53,0.08,77.19
DENA,2018,8,47.26,63.38,36.47,15.08,0.11,88.71
DENA,2018,9,44.21,59.87,32.78,3.3,1.07,70.22
DENA,2018,10,32.77,57.17,0.2,2.54,39.0,74.14
DENA,2018,11,23.38,38.54,2.72,0.02,10.97,64.65
DENA,2018,12,13.89,30.89,-5.65,0.03,14.3,77.43
DENA,2019,1,12.25,36.02,-30.4,0.0,8.82,57.04
DENA,2019,2,19.82,40.52,-6.37,0.02,12.9,62.81
DENA,2019,3,28.12,45.11,13.79,0.06,21.88,79.37
DENA,2019,4,27.0,48.62,6.86,0.0,16.43,58.21
DENA,2019,5,38.74,55.46,21.71,4.48,30.09,78.93
DENA,2019,6,52.79,73.46,37.82,5.24,0.0,70.18
DENA,2019,7,57.07,76.16,45.38,6.94,0.0,76.61
DENA,2019,8,49.98,67.52,33.41,10.91,0.0,82.57
DENA,2019,9,41.57,60.5,24.23,6.89,7.85,85.45
DENA,2019,10,28.6,45.56,10.1,1.6,44.15,80.25
DENA,2019,11,21.99,43.31,0.92,0.01,33.98,74.92
DENA,2019,12,10.16,39.44,-24.91,0.18,14.14,61.44
DENA,2020,1,-1.92,19.1,-26.89,0.0,8.68,57.95
DENA,2020,2,7.97,27.56,-24.55,0.02,17.25,65.79
DENA,2020,3,14.23,38.81,-16.27,0.03,23.26,74.55
DENA,2020,4,28.16,44.21,-1.06,0.54,16.07,66.74
DENA,2020,5,41.55,61.31,23.24,5.15,1.9,66.29
DENA,2020,6,48.01,61.04,38.36,7.28,0.0,82.98
DENA,2020,7,50.82,62.84,41.87,10.19,0.0,86.13
DENA,2020,8,49.69,62.39,38.63,10.5,0.0,75.62
DENA,2020,9,39.74,56.0,24.14,6.22,8.13,82.9
DENA,2020,10,28.17,48.26,-0.79,1.34,12.02,72.96
DENA,2020,11,16.43,33.86,-12.85,0.02,21.11,62.79
DENA,2020,12,13.27,33.05,-7.09,0.01,24.8,71.75
DENA,2021,1,17.03,34.13,-9.07,0.01,4.52,64.07
DENA,2021,2,9.43,29.99,-19.24,0.01,11.49,67.17
DENA,2021,3,11.5,37.73,-16.18,0.01,16.09,71.97
DENA,2021,4,26.2,54.38,-11.5,0.01,21.28,58.54
DENA,2021,5,38.49,56.81,19.1,1.71,9.87,74.41
DENA,2021,6,48.74,64.01,36.2,10.88,0.0,81.15
DENA,2021,7,52.74,67.97,37.73,11.52,0.08,81.29
DENA,2021,8,47.05,71.3,27.38,10.42,6.04,87.95
DENA,2021,9,35.43,58.52,18.47,5.19,13.89,73.29
DENA,2021,10,25.66,40.79,8.57,0.71,40.32,87.89
DENA,2021,11,1.19,34.58,-25.63,0.01,26.24,65.64
DENA,2021,12,11.3,50.42,-23.29,1.34,35.94,84.17
DENA,2022,1,8.48,34.04,-26.08,0.0,7.8,57.72
DENA,2022,2,15.29,40.34,-15.82,0.01,21.08,90.69
DENA,2022,3,18.59,37.82,-7.27,0.01,8.35,62.79
DENA,2022,4,27.21,43.58,-1.33,0.02,8.19,58.49
DENA,2022,5,37.76,60.14,22.61,0.26,20.26,73.94
DENA,2022,6,52.5,69.86,36.83,3.19,0.0,69.56
DENA,2022,7,51.85,69.23,37.82,13.52,0.85,80.93
DENA,2022,8,47.9,61.85,32.87,17.93,1.76,85.77
DENA,2022,9,38.77,51.05,25.31,9.02,21.74,86.35
DENA,2022,10,24.63,51.77,0.2,0.39,28.41,78.17
DENA,2022,11,19.24,47.9,-5.38,0.01,30.31,74.43
DENA,2022,12,13.86,42.95,-17.08,0.02,17.03,60.26
DENA,2023,1,17.6,39.35,-10.33,0.0,13.06,78.25
DENA,2023,2,10.16,37.55,-14.2,0.09,13.2,76.5
DENA,2023,3,15.52,47.54,-13.39,0.02,15.43,75.02
DENA,2023,4,16.63,40.16,-11.41,0.0,14.03,74.66
DENA,2023,5,37.56,59.15,21.98,2.84,19.68,86.18
DENA,2023,6,46.57,61.67,29.09,10.59,5.7,92.8
DENA,2023,7,55.12,73.1,38.27,8.18,0.11,81.12
DENA,2023,8,52.64,68.24,38.63,8.59,0.0,89.54
DENA,2023,9,36.92,52.31,22.25,5.25,18.91,88.37
DENA,2023,10,27.01,46.1,3.44,0.04,13.23,79.98
DENA,2023,11,18.46,42.14,-9.52,0.04,19.07,81.84
DENA,2023,12,7.8,29.09,-13.84,0.01,16.48,70.16
DENA,2024,1,8.35,35.84,-34.81,0.0,11.05,54.14
DENA,2024,2,15.38,39.08,-27.16,0.13,20.23,72.28
DENA,2024,3,16.92,41.51,-23.47,0.03,16.2,79.98
DENA,2024,4,27.61,44.75,-3.31,0.01,14.85,72.54
DENA,2024,5,37.94,55.91,24.23,1.7,13.48,86.29
DENA,2024,6,53.95,70.04,38.18,4.13,0.19,68.2
DENA,2024,7,51.8,74.81,38.18,10.93,0.28,78.97
DENA,2024,8,47.88,69.68,33.32,9.91,0.0,86.29
DENA,2024,9,39.54,55.46,25.76,4.52,14.36,82.74
DENA,2024,10,25.21,44.39,4.16,0.54,24.89,73.03
DENA,2024,11,13.36,34.31,-16.27,0.0,6.83,70.06
DENA,2024,12,18.31,39.26,-19.15,0.03,9.37,71.53
DENA,2025,1,15.28,38.27,-26.53,0.26,26.1,76.03
DENA,2025,2,17.82,33.68,-10.42,0.04,1.07,53.5
DENA,2025,3,17.51,37.19,-6.73,0.02,8.79,70.19
DENA,2025,4,26.62,37.91,-0.43,0.06,30.37,87.99
DENA,2025,5,36.76,49.07,26.39,3.23,18.8,80.22
DENA,2025,6,49.8,70.13,28.73,3.74,3.72,70.87
DENA,2025,7,53.71,70.13,42.32,5.72,0.0,81.86
DENA,2025,8,50.15,66.71,30.71,7.97,3.69,82.13
DENA,2025,9,38.44,61.04,22.25,6.37,12.81,88.97
DENA,2025,10,29.53,50.42,11.27,1.59,18.27,90.58
DENA,2025,11,14.68,33.23,-0.79,0.0,13.01,65.24
DENA,2025,12,-2.98,29.72,-26.44,0.0,9.89,44.51
DRTO,2006,1,69.59,75.09,60.51,0.25,0.0,43.35
DRTO,2006,2,67.91,74.64,55.38,2.61,0.0,35.92
DRTO,2006,3,71.15,76.62,62.22,0.07,0.0,27.13
DRTO,2006,4,74.66,79.68,68.79,0.47,0.0,24.21
DRTO,2006,5,77.67,81.12,73.2,2.15,0.0,38.25
DRTO,2006,6,80.5,83.55,76.71,1.84,0.0,37.93
DRTO,2006,7,81.87,84.45,77.34,3.03,0.0,62.82
DRTO,2006,8,82.7,85.17,77.97,3.33,0.0,49.76
DRTO,2006,9,82.62,85.35,78.78,1.74,0.0,44.45
DRTO,2006,10,80.5,85.53,70.59,1.45,0.0,51.7
DRTO,2006,11,74.34,80.85,61.32,2.43,0.0,53.16
DRTO,2006,12,73.46,77.61,65.55,4.38,0.0,57.8
DRTO,2007,1,72.4,76.8,61.77,0.3,0.0,38.96
DRTO,2007,2,69.77,77.61,58.26,2.43,0.0,54.27
DRTO,2007,3,71.92,76.35,63.3,0.3,0.0,30.85
DRTO,2007,4,73.21,77.79,64.11,2.17,0.0,32.9
DRTO,2007,5,77.37,79.68,71.58,0.6,0.0,22.1
DRTO,2007,6,80.45,84.45,75.81,4.79,0.0,48.81
DRTO,2007,7,83.12,86.25,78.6,1.82,0.0,58.66
DRTO,2007,8,83.51,86.25,78.78,2.62,0.0,49.49
DRTO,2007,9,81.65,85.26,76.98,4.37,0.0,58.69
DRTO,2007,10,80.42,83.64,74.91,6.53,0.0,59.36
DRTO,2007,11,75.2,81.3,65.1,0.2,0.0,30.26
DRTO,2007,12,74.2,78.78,62.13,1.1,0.0,27.53
DRTO,2008,1,70.35,76.8,51.42,1.31,0.0,45.47
DRTO,2008,2,72.66,77.34,58.98,0.68,0.0,38.13
DRTO,2008,3,72.09,78.42,61.05,1.26,0.0,38.26
DRTO,2008,4,74.45,77.88,63.93,0.91,0.0,25.93
DRTO,2008,5,78.75,82.92,73.38,0.24,0.0,18.03
DRTO,2008,6,81.24,84.54,75.81,2.39,0.0,52.06
DRTO,2008,7,81.97,84.27,76.98,1.92,0.0,67.35
DRTO,2008,8,83.33,85.71,78.96,4.21,0.0,58.29
DRTO,2008,9,81.64,85.44,76.53,5.85,0.0,58.42
DRTO,2008,10,78.31,82.92,65.64,5.16,0.0,58.35
DRTO,2008,11,72.38,79.41,61.32,0.23,0.0,25.63
DRTO,2008,12,71.46,75.63,62.31,1.1,0.0,28.07
DRTO,2009,1,68.56,75.09,56.82,0.47,0.0,37.64
DRTO,2009,2,67.1,72.39,51.42,0.27,0.0,19.74
DRTO,2009,3,70.81,78.33,59.07,0.22,0.0,31.64
DRTO,2009,4,74.76,79.59,64.56,0.56,0.0,28.81
DRTO,2009,5,77.85,81.48,72.21,4.17,0.0,35.63
DRTO,2009,6,81.16,84.45,74.91,2.67,0.0,53.76
DRTO,2009,7,83.59,86.43,79.32,0.65,0.0,51.62
DRTO,2009,8,83.41,85.71,78.06,2.35,0.0,47.97
DRTO,2009,9,82.48,85.8,78.06,4.15,0.0,61.24
DRTO,2009,10,81.32,85.17,68.79,0.45,0.0,33.28
DRTO,2009,11,75.96,81.48,66.36,2.13,0.0,58.14
DRTO,2009,12,73.19,79.59,60.96,1.51,0.0,50.24
DRTO,2010,1,66.29,75.99,51.06,1.32,0.0,58.01
DRTO,2010,2,65.66,75.99,56.91,5.61,0.0,66.3
DRTO,2010,3,66.76,74.37,57.0,1.47,0.0,46.52
DRTO,2010,4,72.98,77.88,64.11,1.28,0.0,42.97
DRTO,2010,5,79.3,82.11,76.53,0.22,0.0,26.7
DRTO,2010,6,83.63,85.53,77.79,1.17,0.0,42.63
DRTO,2010,7,82.88,85.26,79.32,3.04,0.0,61.41
DRTO,2010,8,83.53,86.16,78.69,5.61,0.0,74.97
DRTO,2010,9,82.52,85.44,78.78,4.09,0.0,60.72
DRTO,2010,10,78.89,81.75,75.36,3.25,0.0,31.49
DRTO,2010,11,74.65,80.13,63.84,1.45,0.0,30.54
