unitcode,Year,Month,temp_mean,temp_max,temp_min,rain,snow,cloud_cover
ACAD,2006,1,32.3,50.94,8.19,3.02,7.74,67.16
ACAD,2006,2,27.66,47.61,7.2,2.16,4.46,58.23
ACAD,2006,3,33.94,50.76,9.72,0.7,3.33,48.74
ACAD,2006,4,43.23,57.51,32.85,1.72,2.51,58.59
ACAD,2006,5,50.85,65.43,41.76,4.59,0.0,72.16
ACAD,2006,6,57.68,67.05,48.96,7.77,0.0,82.4
ACAD,2006,7,65.02,74.88,57.87,4.16,0.0,59.43
ACAD,2006,8,62.8,77.04,53.73,3.31,0.0,51.82
ACAD,2006,9,58.53,69.66,48.6,1.3,0.0,55.24
ACAD,2006,10,50.09,61.47,38.25,6.43,0.0,55.51
ACAD,2006,11,45.17,59.13,32.13,5.03,0.0,67.07
ACAD,2006,12,36.3,56.7,18.09,2.43,4.91,58.72
ACAD,2007,1,26.46,53.19,-0.81,2.32,4.41,52.78
ACAD,2007,2,20.17,40.5,0.81,0.22,10.17,46.69
ACAD,2007,3,31.16,48.15,-1.71,2.96,11.35,57.86
ACAD,2007,4,38.71,60.39,28.89,4.11,19.62,73.15
ACAD,2007,5,49.76,75.24,38.97,3.05,0.0,62.36
ACAD,2007,6,58.3,74.79,47.43,1.45,0.0,56.47
ACAD,2007,7,62.16,75.33,53.37,2.9,0.0,64.08
ACAD,2007,8,63.09,73.26,51.21,2.45,0.0,51.66
ACAD,2007,9,59.58,72.45,47.7,2.31,0.0,40.67
ACAD,2007,10,52.68,65.88,36.27,3.67,0.0,56.61
ACAD,2007,11,39.65,56.43,21.42,6.3,0.41,63.64
ACAD,2007,12,27.48,48.24,8.1,1.51,29.07,60.29
ACAD,2008,1,27.88,47.16,1.89,1.28,16.92,57.74
ACAD,2008,2,27.61,47.07,4.77,3.58,20.67,62.93
ACAD,2008,3,31.16,45.45,16.29,3.8,15.54,65.04
ACAD,2008,4,42.32,62.28,30.42,2.26,1.21,52.26
ACAD,2008,5,50.12,63.99,36.9,1.71,0.0,62.66
ACAD,2008,6,58.33,71.82,48.96,2.39,0.0,73.74
ACAD,2008,7,64.8,74.52,55.08,3.64,0.0,61.68
ACAD,2008,8,61.82,72.45,55.26,2.66,0.0,62.85
ACAD,2008,9,58.9,73.8,46.08,10.41,0.0,52.74
ACAD,2008,10,49.53,61.11,31.5,4.3,0.0,49.33
ACAD,2008,11,40.92,57.69,22.41,4.76,1.24,59.06
ACAD,2008,12,31.32,54.54,9.63,4.11,20.06,66.16
ACAD,2009,1,19.82,41.22,-6.12,0.83,17.61,48.65
ACAD,2009,2,27.54,44.73,4.86,0.91,17.91,64.17
ACAD,2009,3,30.83,43.47,11.25,2.01,6.04,56.06
ACAD,2009,4,43.13,62.91,30.69,4.09,0.44,60.79
ACAD,2009,5,50.0,68.31,41.31,3.64,0.0,75.07
ACAD,2009,6,56.12,65.43,44.73,6.19,0.0,81.18
ACAD,2009,7,60.81,69.66,52.29,6.22,0.0,74.32
ACAD,2009,8,65.62,80.37,53.28,3.93,0.0,55.26
ACAD,2009,9,58.24,69.3,44.01,1.95,0.0,44.5
ACAD,2009,10,47.07,58.86,35.28,5.1,0.44,67.48
ACAD,2009,11,44.53,56.07,32.58,3.11,0.0,62.09
ACAD,2009,12,30.32,56.16,6.93,2.78,17.2,60.25
ACAD,2010,1,26.64,46.53,4.5,1.08,18.66,55.25
ACAD,2010,2,28.69,43.29,6.03,1.99,5.37,65.49
ACAD,2010,3,37.24,52.83,16.38,3.78,5.48,60.42
ACAD,2010,4,45.2,58.14,34.47,2.48,0.03,64.23
ACAD,2010,5,53.11,70.65,37.98,1.73,0.0,56.19
ACAD,2010,6,59.26,74.34,50.22,4.7,0.0,64.65
ACAD,2010,7,66.22,74.97,55.98,3.17,0.0,56.55
ACAD,2010,8,65.58,80.1,57.78,1.88,0.0,52.5
ACAD,2010,9,60.89,78.93,50.85,4.77,0.0,60.52
ACAD,2010,10,50.82,69.03,36.9,7.21,0.03,57.32
ACAD,2010,11,41.27,57.42,27.0,5.7,0.5,56.82
ACAD,2010,12,31.44,51.66,13.68,5.45,20.64,69.77
ACAD,2011,1,24.21,42.48,-3.06,0.7,21.0,57.9
ACAD,2011,2,25.16,40.5,8.46,0.85,20.97,57.44
ACAD,2011,3,32.95,53.82,6.57,3.28,3.5,50.68
ACAD,2011,4,42.09,56.07,29.25,4.21,10.89,68.2
ACAD,2011,5,49.95,68.49,40.68,4.17,0.0,86.47
ACAD,2011,6,56.98,68.49,47.34,2.3,0.0,69.87
ACAD,2011,7,66.11,80.37,57.24,1.5,0.0,53.52
ACAD,2011,8,63.91,73.26,56.34,5.86,0.0,63.03
ACAD,2011,9,60.56,71.1,49.68,2.06,0.0,61.42
ACAD,2011,10,52.06,71.91,35.64,4.33,5.13,60.07
ACAD,2011,11,45.28,56.34,27.27,2.39,7.55,56.93
ACAD,2011,12,35.92,51.66,11.79,3.63,3.78,59.08
ACAD,2012,1,28.36,46.35,1.35,1.73,11.69,56.64
ACAD,2012,2,30.27,44.19,9.63,1.15,4.74,54.39
ACAD,2012,3,37.86,62.01,16.47,1.3,9.29,55.22
ACAD,2012,4,43.86,59.49,32.49,3.28,0.22,58.23
ACAD,2012,5,52.02,67.95,38.34,4.09,0.0,72.28
ACAD,2012,6,57.88,74.79,47.61,6.6,0.0,62.13
ACAD,2012,7,65.48,76.77,59.31,2.06,0.0,47.37
ACAD,2012,8,65.89,74.97,58.23,4.54,0.0,61.65
ACAD,2012,9,60.19,69.21,49.86,5.24,0.0,54.9
ACAD,2012,10,53.07,64.17,37.8,6.22,0.0,62.96
ACAD,2012,11,40.11,57.42,18.81,1.0,2.62,52.75
ACAD,2012,12,33.8,52.56,15.57,3.34,20.12,62.74
ACAD,2013,1,25.76,50.76,-2.07,0.78,5.04,55.85
ACAD,2013,2,27.28,43.11,4.95,1.07,21.0,63.29
ACAD,2013,3,33.91,48.15,15.84,1.24,12.21,66.82
ACAD,2013,4,41.26,54.81,28.26,2.51,2.07,58.85
ACAD,2013,5,50.17,69.3,39.96,4.57,0.0,63.92
ACAD,2013,6,58.53,72.09,50.22,4.5,0.0,69.77
ACAD,2013,7,65.56,79.02,56.25,6.39,0.0,68.22
ACAD,2013,8,63.61,72.54,56.52,2.53,0.0,46.68
ACAD,2013,9,58.72,68.76,45.72,4.46,0.0,56.3
ACAD,2013,10,52.21,67.77,35.37,1.04,0.0,53.35
ACAD,2013,11,39.16,60.03,19.8,3.83,0.39,48.79
ACAD,2013,12,28.58,49.23,0.45,2.54,16.48,66.72
ACAD,2014,1,24.95,47.97,-5.49,2.91,6.61,67.55
ACAD,2014,2,24.97,42.66,3.6,1.04,26.98,61.37
ACAD,2014,3,26.69,42.57,5.49,2.89,12.9,55.84
ACAD,2014,4,40.49,53.37,25.92,3.41,3.22,65.58
ACAD,2014,5,49.44,63.54,38.43,2.43,0.0,70.24
ACAD,2014,6,58.92,71.73,48.6,4.67,0.0,62.62
ACAD,2014,7,63.97,71.37,54.36,6.65,0.0,68.07
ACAD,2014,8,63.29,72.0,57.51,2.23,0.0,56.15
ACAD,2014,9,59.56,73.17,44.91,0.56,0.0,44.84
ACAD,2014,10,53.53,62.55,40.77,6.02,0.0,62.56
ACAD,2014,11,40.26,57.15,21.42,3.17,16.23,65.25
ACAD,2014,12,34.82,53.1,8.91,5.64,4.57,68.77
ACAD,2015,1,22.93,45.81,-7.02,1.02,29.24,55.74
ACAD,2015,2,14.53,36.54,-4.32,0.08,22.85,58.08
ACAD,2015,3,26.81,43.65,5.85,0.77,12.43,56.82
ACAD,2015,4,38.59,49.14,21.33,3.31,3.2,65.11
ACAD,2015,5,51.04,64.71,33.39,2.09,0.0,64.58
ACAD,2015,6,55.96,68.4,44.01,4.92,0.0,66.35
ACAD,2015,7,62.8,73.62,53.82,1.97,0.0,64.36
ACAD,2015,8,65.18,73.44,57.6,2.61,0.0,57.09
ACAD,2015,9,62.53,75.87,48.15,6.44,0.0,43.93
ACAD,2015,10,49.42,60.39,33.03,2.9,0.0,52.31
ACAD,2015,11,43.26,59.31,21.6,3.6,1.6,56.03
ACAD,2015,12,38.61,51.57,16.02,3.44,12.37,73.94
ACAD,2016,1,27.69,48.69,7.11,1.56,7.33,54.37
ACAD,2016,2,30.24,50.49,-0.9,3.51,15.13,67.01
ACAD,2016,3,34.62,50.67,9.72,2.5,5.73,65.72
ACAD,2016,4,40.82,56.43,19.35,2.05,1.65,47.98
ACAD,2016,5,50.6,68.58,38.79,2.18,0.0,66.4
ACAD,2016,6,58.1,70.02,49.41,2.66,0.0,56.31
ACAD,2016,7,65.4,75.15,54.99,2.68,0.0,59.68
ACAD,2016,8,66.07,75.96,59.4,4.24,0.0,55.51
ACAD,2016,9,61.01,73.62,48.15,1.63,0.0,57.28
ACAD,2016,10,51.49,65.79,38.25,3.69,0.0,59.79
ACAD,2016,11,43.47,55.26,32.85,3.31,0.08,64.3
ACAD,2016,12,31.16,50.4,-5.49,3.53,8.85,57.23
ACAD,2017,1,29.54,48.83,2.57,3.85,5.21,58.91
ACAD,2017,2,28.01,47.48,5.45,0.68,27.28,58.88
ACAD,2017,3,27.75,49.1,2.57,0.86,14.58,54.9
ACAD,2017,4,43.26,66.56,27.86,2.74,5.79,74.19
ACAD,2017,5,50.76,80.6,39.65,6.47,0.0,74.4
ACAD,2017,6,60.71,86.09,45.59,2.47,0.0,61.73
ACAD,2017,7,66.05,84.29,55.58,1.92,0.0,56.47
ACAD,2017,8,65.92,84.29,55.76,3.41,0.0,50.13
ACAD,2017,9,62.59,76.73,48.29,1.96,0.0,56.34
ACAD,2017,10,57.04,73.94,42.98,4.7,0.0,52.12
ACAD,2017,11,40.52,61.88,21.65,3.1,0.3,58.3
ACAD,2017,12,25.05,51.53,-4.81,2.76,12.48,54.16
ACAD,2018,1,23.46,53.87,-6.34,4.0,17.75,63.32
ACAD,2018,2,31.35,52.97,2.57,2.71,13.75,66.12
ACAD,2018,3,32.27,46.58,11.93,0.41,25.82,66.04
ACAD,2018,4,39.78,58.19,23.81,3.96,3.0,68.37
ACAD,2018,5,53.51,79.16,37.31,1.61,0.0,59.03
ACAD,2018,6,60.04,82.04,45.23,3.59,0.0,58.25
ACAD,2018,7,67.66,87.71,56.3,2.15,0.0,58.93
ACAD,2018,8,69.45,83.48,58.01,2.63,0.0,58.37
ACAD,2018,9,61.91,85.91,45.59,4.44,0.0,66.07
ACAD,2018,10,48.47,78.98,31.37,5.47,0.36,58.21
ACAD,2018,11,36.71,58.46,11.12,6.96,9.73,64.22
ACAD,2018,12,28.2,52.43,7.52,3.32,7.91,48.69
ACAD,2019,1,23.68,49.28,4.37,4.35,16.2,56.31
ACAD,2019,2,23.79,44.51,-0.31,1.94,14.25,51.72
ACAD,2019,3,30.02,51.89,6.8,2.2,11.33,47.34
ACAD,2019,4,41.58,59.45,25.79,5.79,13.31,71.14
ACAD,2019,5,48.53,67.64,35.96,4.28,0.3,73.88
ACAD,2019,6,58.99,77.18,45.77,6.64,0.0,62.76
ACAD,2019,7,68.96,86.81,57.83,1.43,0.0,48.63
ACAD,2019,8,67.08,82.4,55.76,3.45,0.0,49.13
ACAD,2019,9,60.07,74.57,45.14,3.62,0.0,45.21
ACAD,2019,10,52.01,65.66,42.44,6.64,0.0,70.31
ACAD,2019,11,37.6,63.77,17.87,3.94,3.06,55.24
ACAD,2019,12,30.74,52.52,11.21,4.67,10.5,64.35
ACAD,2020,1,28.04,50.81,1.94,2.09,7.39,63.39
ACAD,2020,2,28.41,48.11,-2.56,2.33,7.74,54.61
ACAD,2020,3,34.91,56.12,14.36,1.8,10.0,60.22
ACAD,2020,4,40.12,54.95,30.11,3.76,6.61,60.9
ACAD,2020,5,50.12,75.38,34.61,2.66,1.63,57.02
ACAD,2020,6,61.23,84.65,43.34,2.29,0.0,54.74
ACAD,2020,7,67.75,86.45,55.22,2.03,0.0,66.82
ACAD,2020,8,68.43,86.54,54.05,2.17,0.0,49.35
ACAD,2020,9,60.16,76.19,45.32,2.7,0.0,50.9
ACAD,2020,10,50.79,64.49,31.1,4.36,0.17,54.53
ACAD,2020,11,43.97,64.76,24.26,3.69,2.12,59.72
ACAD,2020,12,34.37,56.48,9.77,7.19,4.93,67.57
ACAD,2021,1,27.47,43.79,6.08,1.24,6.5,57.49
ACAD,2021,2,25.7,43.16,3.11,2.05,12.84,65.07
ACAD,2021,3,33.09,52.34,5.63,3.12,0.44,43.96
ACAD,2021,4,44.1,64.4,26.33,4.42,3.5,61.86
ACAD,2021,5,52.61,76.46,39.83,2.78,0.0,62.48
ACAD,2021,6,65.09,86.72,51.17,2.37,0.0,59.83
ACAD,2021,7,65.15,81.77,54.5,8.8,0.0,73.41
ACAD,2021,8,68.15,85.73,57.92,5.08,0.0,67.13
ACAD,2021,9,62.54,73.94,51.44,8.23,0.0,55.59
ACAD,2021,10,54.05,71.24,41.0,4.36,0.0,56.57
ACAD,2021,11,41.35,58.19,24.17,3.8,3.75,47.31
ACAD,2021,12,32.7,55.13,12.11,3.08,5.04,67.49
ACAD,2022,1,21.76,46.22,-3.46,1.44,20.01,66.42
ACAD,2022,2,27.04,54.05,3.11,3.99,7.5,63.61
ACAD,2022,3,34.32,59.09,3.38,3.92,6.81,66.25
ACAD,2022,4,43.03,59.45,30.83,5.62,0.14,68.28
ACAD,2022,5,52.57,80.69,37.76,2.49,0.0,67.88
ACAD,2022,6,60.26,83.39,46.13,3.48,0.0,56.3
ACAD,2022,7,69.61,85.91,58.01,2.84,0.0,48.68
ACAD,2022,8,68.57,84.29,60.53,4.41,0.0,69.35
ACAD,2022,9,61.11,81.32,47.39,5.76,0.0,51.64
ACAD,2022,10,54.1,70.7,40.37,7.3,0.0,61.94
ACAD,2022,11,44.09,64.94,20.3,5.02,0.41,52.29
ACAD,2022,12,34.03,51.8,17.24,5.33,6.45,69.73
ACAD,2023,1,31.56,49.19,14.27,5.78,18.99,71.95
ACAD,2023,2,26.36,51.89,-16.87,0.56,8.27,67.4
ACAD,2023,3,33.85,51.35,20.3,0.98,18.91,65.74
ACAD,2023,4,43.32,68.27,26.69,2.76,0.74,63.31
ACAD,2023,5,53.14,76.46,38.66,3.87,0.0,41.99
ACAD,2023,6,57.82,77.18,43.7,6.81,0.0,78.25
ACAD,2023,7,68.42,83.66,57.92,6.92,0.0,75.43
ACAD,2023,8,65.76,81.41,53.87,6.07,0.0,61.74
ACAD,2023,9,62.64,87.26,46.13,6.09,0.0,63.93
ACAD,2023,10,54.25,79.07,32.36,5.57,0.0,59.67
ACAD,2023,11,37.55,55.4,20.21,2.46,0.08,47.79
ACAD,2023,12,34.14,56.75,12.38,5.25,4.99,62.07
ACAD,2024,1,26.02,48.65,3.83,2.44,15.05,60.61
ACAD,2024,2,28.96,49.01,10.4,1.76,2.01,51.14
ACAD,2024,3,36.2,56.93,9.77,9.88,7.5,78.57
ACAD,2024,4,42.49,62.51,25.25,2.91,8.85,52.53
ACAD,2024,5,53.94,77.63,37.76,2.92,0.0,68.68
ACAD,2024,6,63.79,94.28,46.22,2.44,0.0,60.36
ACAD,2024,7,69.42,87.44,57.74,3.45,0.0,59.35
ACAD,2024,8,66.81,88.52,53.87,7.32,0.0,55.52
ACAD,2024,9,61.58,82.76,49.55,1.48,0.0,46.03
ACAD,2024,10,51.1,69.17,30.2,1.52,0.0,42.08
ACAD,2024,11,42.76,71.33,27.05,2.77,0.77,56.16
ACAD,2024,12,29.99,57.74,7.43,3.2,9.18,55.09
ACAD,2025,1,22.12,43.52,-2.65,1.33,7.94,57.71
ACAD,2025,2,22.19,44.69,-3.73,1.3,11.35,57.11
ACAD,2025,3,34.22,49.1,2.93,4.83,7.06,66.83
ACAD,2025,4,43.17,70.16,23.0,5.86,3.56,69.41
ACAD,2025,5,52.17,81.05,35.15,6.96,0.0,75.97
ACAD,2025,6,62.54,93.56,45.5,3.05,0.0,52.63
ACAD,2025,7,68.2,84.74,54.86,0.92,0.0,64.83
ACAD,2025,8,66.36,94.19,49.82,1.55,0.0,36.72
ACAD,2025,9,61.2,77.9,45.23,3.54,0.0,45.58
ACAD,2025,10,51.86,76.28,37.04,3.89,0.0,48.93
ACAD,2025,11,39.52,59.27,25.88,5.0,0.83,60.98
ACAD,2025,12,25.62,54.5,2.93,2.96,11.99,60.26
ARCH,2006,1,33.4,54.09,15.21,0.27,2.62,43.39
ARCH,2006,2,35.89,64.8,14.67,0.07,0.36,30.9
ARCH,2006,3,39.27,64.8,-2.43,1.13,7.83,61.17
ARCH,2006,4,55.33,82.26,28.26,0.91,0.08,31.99
ARCH,2006,5,68.4,89.82,40.86,0.09,0.0,28.73
ARCH,2006,6,78.87,98.1,53.01,0.28,0.0,25.89
ARCH,2006,7,82.77,102.24,59.94,0.85,0.0,39.95
ARCH,2006,8,77.03,93.15,51.75,0.76,0.0,32.96
ARCH,2006,9,63.06,88.65,37.98,1.84,0.0,27.04
ARCH,2006,10,50.3,82.08,30.96,3.45,0.14,41.34
ARCH,2006,11,40.58,68.94,7.65,0.18,3.94,42.59
ARCH,2006,12,28.84,52.02,10.98,0.21,2.73,37.83
ARCH,2007,1,24.62,49.86,-4.59,0.11,5.65,27.69
ARCH,2007,2,36.19,60.57,9.9,0.57,3.64,55.39
ARCH,2007,3,47.06,75.24,12.51,0.44,0.39,44.35
ARCH,2007,4,54.63,84.06,29.79,1.14,0.03,46.05
ARCH,2007,5,65.79,89.19,36.72,0.4,0.03,40.73
ARCH,2007,6,77.61,98.82,43.65,0.11,0.0,26.4
ARCH,2007,7,84.07,100.62,61.74,0.5,0.0,34.38
ARCH,2007,8,79.87,97.56,59.22,1.33,0.0,31.62
ARCH,2007,9,68.15,91.44,37.17,2.13,0.0,26.45
ARCH,2007,10,53.48,78.48,29.79,1.07,0.0,28.15
ARCH,2007,11,44.31,68.31,17.91,0.42,0.85,32.36
ARCH,2007,12,23.36,47.7,-10.8,1.65,7.3,51.07
ARCH,2008,1,23.99,45.9,-6.93,0.41,6.42,45.31
ARCH,2008,2,31.3,54.45,1.62,0.68,8.38,48.64
ARCH,2008,3,41.41,68.76,21.24,0.27,0.52,32.64
ARCH,2008,4,49.64,79.65,26.19,0.38,1.43,30.83
ARCH,2008,5,60.52,91.71,31.77,0.63,0.03,40.68
ARCH,2008,6,74.2,94.68,45.36,0.35,0.0,17.47
ARCH,2008,7,82.42,98.28,62.28,0.45,0.0,30.59
ARCH,2008,8,77.57,100.62,55.8,1.83,0.0,28.8
ARCH,2008,9,68.83,86.58,45.9,0.28,0.0,15.01
ARCH,2008,10,55.02,81.36,27.9,0.56,0.0,18.44
ARCH,2008,11,44.01,72.99,24.3,0.92,0.25,40.25
ARCH,2008,12,27.25,54.99,-6.84,0.18,9.34,46.59
ARCH,2009,1,29.2,52.74,-2.25,0.47,0.99,25.04
ARCH,2009,2,37.58,62.73,19.89,0.41,1.96,40.71
ARCH,2009,3,45.05,72.99,20.52,0.13,1.63,42.5
ARCH,2009,4,50.76,80.73,16.38,1.04,3.94,41.2
ARCH,2009,5,66.33,90.63,45.81,1.59,0.0,45.28
ARCH,2009,6,71.87,94.5,50.76,0.39,0.0,48.58
ARCH,2009,7,82.73,99.0,62.1,0.06,0.0,26.51
ARCH,2009,8,78.49,97.92,57.6,0.09,0.0,27.37
ARCH,2009,9,69.47,90.72,42.84,1.0,0.0,29.07
ARCH,2009,10,51.25,78.3,19.26,0.42,2.62,34.41
ARCH,2009,11,41.67,68.49,22.32,0.29,1.05,29.34
ARCH,2009,12,19.18,44.73,-17.01,0.26,11.3,40.58
ARCH,2010,1,23.6,42.75,-3.33,0.17,9.67,53.37
ARCH,2010,2,26.42,45.72,-2.52,0.07,9.51,51.8
ARCH,2010,3,38.43,67.59,19.53,0.79,7.17,48.78
ARCH,2010,4,51.34,77.67,26.64,0.72,0.88,52.75
ARCH,2010,5,59.78,89.82,33.66,0.28,0.06,39.68
ARCH,2010,6,75.84,99.27,48.06,0.57,0.0,26.37
ARCH,2010,7,82.08,100.89,55.98,0.97,0.0,32.32
ARCH,2010,8,76.02,95.4,54.9,1.2,0.0,28.46
ARCH,2010,9,70.45,92.88,46.26,0.74,0.0,9.99
ARCH,2010,10,56.76,86.04,28.17,1.0,0.0,34.25
ARCH,2010,11,39.16,68.76,10.26,0.52,2.31,36.18
ARCH,2010,12,36.14,53.91,-3.42,1.27,8.52,63.81
ARCH,2011,1,20.3,48.87,-18.45,0.03,2.59,32.72
ARCH,2011,2,31.05,56.07,-1.17,0.48,1.63,38.56
ARCH,2011,3,45.21,71.64,22.95,0.44,1.07,52.44
ARCH,2011,4,50.86,79.2,27.36,0.74,0.22,51.02
ARCH,2011,5,58.96,83.97,28.8,1.16,0.0,44.7
ARCH,2011,6,74.19,97.65,46.17,0.56,0.0,25.77
ARCH,2011,7,81.42,98.28,57.6,0.57,0.0,31.2
ARCH,2011,8,81.8,98.64,60.39,0.24,0.0,19.62
ARCH,2011,9,68.86,91.62,48.06,1.32,0.0,27.23
ARCH,2011,10,54.64,81.81,29.43,1.09,0.0,25.54
ARCH,2011,11,38.51,63.27,22.59,0.65,3.25,38.02
ARCH,2011,12,27.24,53.73,5.04,0.13,3.61,35.12
ARCH,2012,1,32.85,56.34,16.02,0.26,3.31,42.23
ARCH,2012,2,34.61,56.7,19.17,0.36,4.46,49.03
ARCH,2012,3,48.15,78.93,18.36,0.17,1.57,36.16
ARCH,2012,4,56.97,86.04,31.32,0.11,1.16,38.91
ARCH,2012,5,67.64,91.98,43.02,0.04,0.0,22.88
ARCH,2012,6,79.48,99.09,48.96,0.0,0.0,13.31
ARCH,2012,7,81.85,99.18,61.74,0.74,0.0,40.02
ARCH,2012,8,80.07,98.55,55.17,0.91,0.0,34.36
ARCH,2012,9,69.96,89.73,47.16,0.91,0.0,27.38
ARCH,2012,10,55.62,82.44,27.27,0.38,0.0,23.49
ARCH,2012,11,43.53,69.66,22.77,0.4,0.41,30.95
ARCH,2012,12,28.09,59.49,-7.29,0.12,8.79,57.83
ARCH,2013,1,18.6,47.16,-14.13,0.48,2.4,33.57
ARCH,2013,2,29.74,48.33,7.74,0.17,4.85,43.04
ARCH,2013,3,45.1,70.65,23.13,0.41,0.85,49.53
ARCH,2013,4,51.41,81.9,21.51,0.65,1.85,45.96
ARCH,2013,5,64.08,88.2,33.93,0.5,0.0,36.93
ARCH,2013,6,79.74,102.51,48.87,0.0,0.0,19.79
ARCH,2013,7,83.11,100.26,60.12,0.98,0.0,43.35
ARCH,2013,8,77.17,95.76,57.96,1.68,0.0,50.49
ARCH,2013,9,65.88,93.06,36.54,4.73,0.0,29.07
ARCH,2013,10,50.03,76.95,29.7,1.09,0.08,30.44
ARCH,2013,11,38.65,60.93,16.92,0.69,5.02,38.95
ARCH,2013,12,18.78,46.35,-13.77,0.04,5.68,32.88
ARCH,2014,1,30.38,47.79,11.16,0.11,1.98,28.1
ARCH,2014,2,38.32,61.11,14.49,0.57,0.88,45.63
ARCH,2014,3,45.56,67.5,24.48,0.69,0.19,42.46
ARCH,2014,4,53.46,78.93,26.55,0.59,0.08,53.46
ARCH,2014,5,63.1,92.7,30.06,1.16,1.3,46.14
ARCH,2014,6,76.06,95.49,50.76,0.0,0.0,28.98
ARCH,2014,7,83.11,100.98,62.73,0.59,0.0,36.1
ARCH,2014,8,74.31,94.68,52.38,1.87,0.0,40.43
ARCH,2014,9,69.88,92.52,44.55,1.89,0.0,21.28
ARCH,2014,10,56.71,77.4,35.73,0.23,0.0,27.89
ARCH,2014,11,39.14,71.46,17.46,0.81,0.8,35.93
ARCH,2014,12,33.64,58.68,4.86,0.5,3.94,60.28
ARCH,2015,1,30.74,54.27,-4.77,0.58,2.37,41.38
ARCH,2015,2,40.37,63.54,23.49,0.06,2.56,36.45
ARCH,2015,3,50.04,77.58,23.13,0.31,0.91,34.49
ARCH,2015,4,53.13,80.1,26.55,0.77,0.61,39.64
ARCH,2015,5,61.53,90.18,38.43,1.17,0.0,60.27
ARCH,2015,6,77.06,101.25,50.49,1.68,0.0,27.24
ARCH,2015,7,79.19,99.63,57.78,0.59,0.0,45.02
ARCH,2015,8,77.68,96.39,55.26,1.4,0.0,38.57
ARCH,2015,9,72.74,90.09,48.24,0.44,0.0,29.57
ARCH,2015,10,57.47,88.92,34.11,2.39,0.0,45.39
ARCH,2015,11,37.11,67.05,18.45,1.19,4.35,25.71
ARCH,2015,12,26.63,50.76,-4.05,0.13,9.09,53.7
ARCH,2016,1,23.52,51.12,-3.06,0.13,7.77,54.9
ARCH,2016,2,30.75,60.03,-10.17,0.16,5.7,42.9
ARCH,2016,3,45.71,72.27,24.93,0.51,1.43,48.97
ARCH,2016,4,52.95,80.46,29.34,1.32,0.36,54.02
ARCH,2016,5,62.27,86.31,35.91,0.72,0.0,45.6
ARCH,2016,6,81.35,102.87,53.73,0.07,0.0,26.73
ARCH,2016,7,83.24,100.89,62.73,0.22,0.0,28.88
ARCH,2016,8,76.27,95.58,56.88,1.44,0.0,39.11
ARCH,2016,9,67.71,90.9,42.57,1.32,0.0,28.09
ARCH,2016,10,58.23,79.29,33.75,0.78,0.0,37.31
ARCH,2016,11,44.63,65.25,21.15,1.53,1.35,39.62
ARCH,2016,12,29.16,53.46,4.68,0.66,5.29,45.3
ARCH,2017,1,30.7,50.27,6.35,0.8,6.5,58.83
ARCH,2017,2,42.15,64.94,16.7,0.67,0.5,58.43
ARCH,2017,3,51.62,79.61,22.73,0.57,0.3,51.39
ARCH,2017,4,54.63,79.79,28.85,0.34,0.0,41.59
ARCH,2017,5,64.62,89.24,36.68,0.55,0.0,38.55
ARCH,2017,6,80.8,101.03,50.81,0.11,0.0,19.93
ARCH,2017,7,83.3,101.3,62.06,1.27,0.0,46.28
ARCH,2017,8,80.26,95.72,56.93,0.33,0.0,26.56
ARCH,2017,9,69.73,97.7,34.97,0.62,0.0,36.55
ARCH,2017,10,53.02,77.54,30.74,0.17,0.06,23.11
ARCH,2017,11,45.79,69.17,21.83,0.15,0.0,38.99
ARCH,2017,12,31.51,61.79,5.72,0.02,3.28,31.06
ARCH,2018,1,33.41,55.67,14.72,0.17,1.24,46.34
ARCH,2018,2,38.02,61.52,16.43,0.28,2.18,46.27
ARCH,2018,3,47.21,74.12,18.77,0.4,0.88,47.01
ARCH,2018,4,57.48,81.68,29.3,0.28,0.08,49.03
ARCH,2018,5,68.75,90.86,41.36,0.3,0.0,38.69
ARCH,2018,6,80.46,102.02,55.85,0.04,0.0,19.47
ARCH,2018,7,86.39,102.2,59.45,0.07,0.0,39.24
ARCH,2018,8,82.04,98.6,58.82,0.17,0.0,28.78
ARCH,2018,9,74.49,93.38,44.87,0.01,0.0,20.1
ARCH,2018,10,50.02,79.7,24.98,2.43,0.0,43.65
ARCH,2018,11,37.27,60.8,18.86,0.07,0.47,26.23
ARCH,2018,12,28.4,47.66,8.15,0.07,5.62,45.25
ARCH,2019,1,28.63,45.95,2.03,0.17,3.75,47.54
ARCH,2019,2,32.25,53.87,6.8,0.59,5.4,50.77
ARCH,2019,3,42.86,71.42,22.28,2.04,2.54,54.54
ARCH,2019,4,57.13,78.8,28.49,0.73,1.02,54.39
ARCH,2019,5,59.28,86.09,34.16,0.99,0.0,48.33
ARCH,2019,6,74.55,96.98,44.6,0.14,0.0,33.82
ARCH,2019,7,84.48,100.22,62.42,0.07,0.0,30.22
ARCH,2019,8,83.03,98.24,57.92,0.01,0.0,32.65
ARCH,2019,9,73.02,98.24,44.24,0.19,0.0,21.47
ARCH,2019,10,48.96,78.71,12.02,0.04,0.03,17.01
ARCH,2019,11,41.57,60.53,16.52,0.74,2.43,32.77
ARCH,2019,12,29.28,50.36,5.45,0.58,5.57,55.81
ARCH,2020,1,26.52,45.05,11.03,0.01,1.79,48.13
